,gyroX,gyroY,gyroZ,lowAccelX,lowAccelY,lowAccelZ,highAccelX,highAccelY,highAccelZ,sport
0,150.0,-140.0,-66.0,-1978.0,330.0,583.0,-597.0,433.0,458.0,hwl
1,150.0,-137.0,-47.0,-1970.0,330.0,593.0,-597.0,433.0,459.0,hwl
2,153.0,-127.0,-37.0,-1979.0,324.0,594.0,-597.0,432.0,459.0,hwl
3,160.0,-114.0,-30.0,-2006.0,313.0,586.0,-600.0,431.0,458.0,hwl
4,166.0,-94.0,-27.0,-2026.0,329.0,600.0,-602.0,432.0,460.0,hwl
5,183.0,-77.0,-20.0,-2046.0,353.0,596.0,-604.0,435.0,459.0,hwl
6,193.0,-70.0,-16.0,-2057.0,364.0,586.0,-605.0,436.0,458.0,hwl
7,204.0,-70.0,-10.0,-2054.0,374.0,584.0,-605.0,437.0,458.0,hwl
8,210.0,-74.0,-18.0,-2044.0,376.0,590.0,-604.0,437.0,459.0,hwl
9,214.0,-84.0,-34.0,-2012.0,370.0,590.0,-601.0,437.0,459.0,hwl
10,240.0,-100.0,-65.0,-1955.0,365.0,565.0,-595.0,436.0,456.0,hwl
11,255.0,-105.0,-75.0,-1925.0,355.0,565.0,-592.0,435.0,456.0,hwl
12,270.0,-110.0,-85.0,-1920.0,340.0,580.0,-592.0,434.0,458.0,hwl
13,290.0,-110.0,-95.0,-1885.0,325.0,585.0,-588.0,432.0,458.0,hwl
14,305.0,-110.0,-100.0,-1855.0,332.0,580.0,-585.0,433.0,458.0,hwl
15,322.0,-116.0,-100.0,-1845.0,334.0,568.0,-584.0,433.0,456.0,hwl
16,342.0,-132.0,-106.0,-1840.0,330.0,560.0,-584.0,433.0,456.0,hwl
17,356.0,-152.0,-110.0,-1822.0,336.0,554.0,-582.0,433.0,455.0,hwl
18,366.0,-172.0,-110.0,-1816.0,352.0,550.0,-581.0,435.0,455.0,hwl
19,370.0,-198.0,-103.0,-1814.0,367.0,550.0,-581.0,436.0,455.0,hwl
20,370.0,-261.0,-93.0,-1844.0,404.0,557.0,-584.0,440.0,455.0,hwl
21,363.0,-284.0,-76.0,-1843.0,417.0,568.0,-584.0,441.0,456.0,hwl
22,353.0,-311.0,-54.0,-1826.0,428.0,578.0,-582.0,442.0,457.0,hwl
23,334.0,-336.0,-34.0,-1836.0,454.0,596.0,-583.0,445.0,459.0,hwl
24,314.0,-348.0,-14.0,-1832.0,468.0,592.0,-583.0,446.0,459.0,hwl
25,302.0,-358.0,-2.0,-1822.0,486.0,590.0,-582.0,448.0,459.0,hwl
26,284.0,-360.0,18.0,-1828.0,498.0,581.0,-582.0,449.0,458.0,hwl
27,262.0,-351.0,38.0,-1822.0,536.0,589.0,-582.0,453.0,458.0,hwl
28,251.0,-341.0,49.0,-1829.0,531.0,599.0,-582.0,453.0,459.0,hwl
29,241.0,-313.0,68.0,-1839.0,530.0,609.0,-583.0,453.0,460.0,hwl
30,220.0,-230.0,90.0,-1850.0,520.0,580.0,-585.0,452.0,458.0,hwl
31,220.0,-190.0,100.0,-1870.0,490.0,590.0,-587.0,449.0,459.0,hwl
32,210.0,-140.0,120.0,-1880.0,490.0,570.0,-588.0,449.0,457.0,hwl
33,220.0,-110.0,142.0,-1900.0,500.0,572.0,-590.0,450.0,457.0,hwl
34,220.0,-100.0,161.0,-1920.0,509.0,590.0,-592.0,450.0,459.0,hwl
35,230.0,-103.0,171.0,-1910.0,500.0,590.0,-591.0,450.0,459.0,hwl
36,231.0,-133.0,179.0,-1910.0,503.0,588.0,-591.0,450.0,458.0,hwl
37,240.0,-164.0,169.0,-1910.0,532.0,570.0,-591.0,453.0,457.0,hwl
38,240.0,-205.0,158.0,-1909.0,548.0,572.0,-590.0,454.0,457.0,hwl
39,242.0,-256.0,146.0,-1896.0,540.0,580.0,-589.0,454.0,458.0,hwl
40,262.0,-302.0,106.0,-1880.0,550.0,610.0,-588.0,455.0,461.0,hwl
41,272.0,-306.0,87.0,-1874.0,544.0,607.0,-587.0,454.0,460.0,hwl
42,286.0,-284.0,74.0,-1850.0,533.0,594.0,-585.0,453.0,459.0,hwl
43,303.0,-261.0,57.0,-1844.0,546.0,577.0,-584.0,454.0,457.0,hwl
44,316.0,-234.0,44.0,-1830.0,560.0,570.0,-583.0,456.0,457.0,hwl
45,333.0,-211.0,24.0,-1839.0,560.0,562.0,-583.0,456.0,456.0,hwl
46,343.0,-186.0,6.0,-1860.0,572.0,554.0,-586.0,457.0,455.0,hwl
47,354.0,-184.0,-12.0,-1860.0,582.0,564.0,-586.0,458.0,456.0,hwl
48,360.0,-190.0,-46.0,-1864.0,570.0,582.0,-586.0,457.0,458.0,hwl
49,356.0,-198.0,-78.0,-1882.0,566.0,616.0,-588.0,456.0,461.0,hwl
50,335.0,-255.0,-120.0,-1935.0,575.0,645.0,-593.0,457.0,464.0,hwl
51,325.0,-290.0,-135.0,-1970.0,585.0,655.0,-597.0,458.0,465.0,hwl
52,310.0,-320.0,-140.0,-2010.0,610.0,655.0,-601.0,461.0,465.0,hwl
53,285.0,-350.0,-140.0,-2020.0,654.0,650.0,-602.0,465.0,465.0,hwl
54,252.0,-388.0,-134.0,-2020.0,688.0,656.0,-602.0,468.0,465.0,hwl
55,210.0,-406.0,-130.0,-2072.0,730.0,672.0,-607.0,473.0,467.0,hwl
56,166.0,-404.0,-124.0,-2112.0,774.0,704.0,-611.0,477.0,470.0,hwl
57,120.0,-388.0,-120.0,-2114.0,796.0,755.0,-611.0,479.0,475.0,hwl
58,76.0,-362.0,-127.0,-2074.0,807.0,777.0,-607.0,480.0,477.0,hwl
59,39.0,-308.0,-144.0,-2012.0,789.0,808.0,-601.0,478.0,480.0,hwl
60,0.0,-113.0,-235.0,-1989.0,691.0,852.0,-598.0,469.0,485.0,hwl
61,-7.0,-24.0,-298.0,-1952.0,582.0,874.0,-595.0,458.0,487.0,hwl
62,-10.0,80.0,-350.0,-1912.0,536.0,880.0,-591.0,453.0,488.0,hwl
63,-10.0,180.0,-400.0,-1916.0,490.0,880.0,-591.0,449.0,488.0,hwl
64,-2.0,256.0,-458.0,-1952.0,464.0,840.0,-595.0,446.0,484.0,hwl
65,0.0,310.0,-510.0,-2000.0,468.0,812.0,-600.0,446.0,481.0,hwl
66,0.0,336.0,-556.0,-2058.0,443.0,801.0,-605.0,444.0,480.0,hwl
67,0.0,331.0,-596.0,-2124.0,413.0,782.0,-612.0,441.0,478.0,hwl
68,0.0,303.0,-627.0,-2193.0,392.0,771.0,-619.0,439.0,477.0,hwl
69,0.0,264.0,-657.0,-2245.0,372.0,770.0,-624.0,437.0,477.0,hwl
70,0.0,150.0,-670.0,-2308.0,360.0,800.0,-630.0,436.0,480.0,hwl
71,0.0,90.0,-670.0,-2280.0,360.0,820.0,-628.0,436.0,482.0,hwl
72,0.0,60.0,-670.0,-2190.0,330.0,850.0,-619.0,433.0,485.0,hwl
73,10.0,50.0,-693.0,-2100.0,294.0,871.0,-610.0,429.0,487.0,hwl
74,22.0,40.0,-724.0,-2030.0,233.0,877.0,-603.0,423.0,487.0,hwl
75,42.0,41.0,-763.0,-1932.0,168.0,848.0,-593.0,416.0,484.0,hwl
76,63.0,51.0,-794.0,-1855.0,143.0,826.0,-585.0,414.0,482.0,hwl
77,93.0,61.0,-834.0,-1802.0,75.0,788.0,-580.0,407.0,478.0,hwl
78,123.0,68.0,-876.0,-1723.0,14.0,778.0,-572.0,401.0,477.0,hwl
79,156.0,46.0,-906.0,-1654.0,-58.0,768.0,-565.0,395.0,476.0,hwl
80,214.0,-10.0,-952.0,-1610.0,-124.0,743.0,-561.0,388.0,474.0,hwl
81,234.0,-60.0,-960.0,-1612.0,-146.0,753.0,-561.0,386.0,475.0,hwl
82,253.0,-118.0,-960.0,-1616.0,-166.0,757.0,-561.0,384.0,475.0,hwl
83,263.0,-172.0,-960.0,-1594.0,-183.0,753.0,-559.0,382.0,475.0,hwl
84,273.0,-209.0,-957.0,-1568.0,-190.0,766.0,-556.0,381.0,476.0,hwl
85,280.0,-230.0,-947.0,-1534.0,-190.0,774.0,-553.0,381.0,477.0,hwl
86,283.0,-227.0,-937.0,-1514.0,-187.0,760.0,-551.0,382.0,476.0,hwl
87,293.0,-217.0,-922.0,-1491.0,-188.0,764.0,-549.0,382.0,476.0,hwl
88,304.0,-198.0,-902.0,-1446.0,-200.0,770.0,-544.0,380.0,477.0,hwl
89,314.0,-160.0,-886.0,-1386.0,-208.0,770.0,-538.0,380.0,477.0,hwl
90,352.0,-46.0,-870.0,-1276.0,-220.0,750.0,-527.0,378.0,475.0,hwl
91,378.0,25.0,-865.0,-1224.0,-230.0,735.0,-522.0,377.0,473.0,hwl
92,410.0,90.0,-855.0,-1175.0,-255.0,700.0,-517.0,375.0,470.0,hwl
93,445.0,145.0,-840.0,-1120.0,-255.0,660.0,-512.0,375.0,466.0,hwl
94,475.0,190.0,-825.0,-1080.0,-255.0,650.0,-508.0,375.0,465.0,hwl
95,500.0,220.0,-815.0,-1050.0,-270.0,648.0,-505.0,373.0,464.0,hwl
96,515.0,224.0,-798.0,-1010.0,-292.0,610.0,-501.0,371.0,461.0,hwl
97,532.0,202.0,-778.0,-942.0,-312.0,560.0,-494.0,369.0,456.0,hwl
98,546.0,160.0,-758.0,-1006.0,-272.0,552.0,-500.0,373.0,455.0,hwl
99,532.0,38.0,-726.0,-914.0,-126.0,770.0,-491.0,388.0,477.0,hwl
100,330.0,-652.0,-547.0,-499.0,-112.0,1192.0,-449.0,389.0,519.0,hwl
101,251.0,-637.0,-464.0,-627.0,-286.0,1054.0,-462.0,372.0,505.0,hwl
102,195.0,-589.0,-370.0,-716.0,-431.0,832.0,-471.0,357.0,483.0,hwl
103,187.0,-524.0,-291.0,-803.0,-442.0,552.0,-480.0,356.0,455.0,hwl
104,232.0,-360.0,-246.0,-893.0,-374.0,324.0,-489.0,363.0,432.0,hwl
105,322.0,-76.0,-216.0,-976.0,-288.0,288.0,-497.0,372.0,428.0,hwl
106,396.0,140.0,-186.0,-1008.0,-286.0,250.0,-500.0,372.0,425.0,hwl
107,482.0,292.0,-164.0,-1130.0,-258.0,152.0,-513.0,375.0,415.0,hwl
108,572.0,368.0,-184.0,-1280.0,-242.0,146.0,-528.0,376.0,414.0,hwl
109,654.0,300.0,-226.0,-1398.0,-240.0,195.0,-539.0,376.0,419.0,hwl
110,755.0,229.0,-344.0,-1581.0,-252.0,210.0,-558.0,375.0,421.0,hwl
111,805.0,121.0,-413.0,-1680.0,-241.0,246.0,-568.0,376.0,424.0,hwl
112,837.0,11.0,-490.0,-1942.0,-105.0,470.0,-594.0,390.0,447.0,hwl
113,813.0,-370.0,-520.0,-1673.0,40.0,750.0,-567.0,404.0,475.0,hwl
114,720.0,-800.0,-530.0,-1480.0,190.0,1040.0,-548.0,419.0,504.0,hwl
115,610.0,-800.0,-530.0,-1600.0,140.0,1170.0,-560.0,414.0,517.0,hwl
116,480.0,-750.0,-470.0,-1560.0,100.0,1230.0,-556.0,410.0,523.0,hwl
117,360.0,-650.0,-340.0,-1620.0,35.0,1113.0,-562.0,403.0,511.0,hwl
118,289.0,-349.0,-242.0,-1860.0,-9.0,846.0,-586.0,400.0,484.0,hwl
119,282.0,-43.0,-162.0,-2055.0,0.0,610.0,-605.0,400.0,461.0,hwl
120,366.0,466.0,-34.0,-2396.0,38.0,286.0,-639.0,403.0,428.0,hwl
121,430.0,616.0,-8.0,-2566.0,76.0,286.0,-656.0,407.0,428.0,hwl
122,476.0,620.0,-4.0,-2688.0,98.0,376.0,-668.0,409.0,437.0,hwl
123,500.0,494.0,-28.0,-2764.0,88.0,512.0,-676.0,408.0,451.0,hwl
124,496.0,252.0,-66.0,-2772.0,74.0,676.0,-677.0,407.0,467.0,hwl
125,472.0,-34.0,-99.0,-2714.0,35.0,790.0,-671.0,403.0,479.0,hwl
126,422.0,-316.0,-123.0,-2584.0,-9.0,884.0,-658.0,400.0,488.0,hwl
127,365.0,-503.0,-133.0,-2444.0,-48.0,946.0,-644.0,396.0,494.0,hwl
128,321.0,-586.0,-137.0,-2327.0,-111.0,942.0,-632.0,389.0,494.0,hwl
129,294.0,-582.0,-124.0,-2232.0,-154.0,879.0,-623.0,385.0,487.0,hwl
130,270.0,-368.0,-54.0,-2218.0,-138.0,782.0,-621.0,387.0,478.0,hwl
131,270.0,-246.0,-14.0,-2226.0,-104.0,758.0,-622.0,390.0,475.0,hwl
132,270.0,-152.0,38.0,-2220.0,-68.0,728.0,-622.0,394.0,472.0,hwl
133,270.0,-94.0,100.0,-2240.0,-30.0,725.0,-624.0,397.0,472.0,hwl
134,270.0,-70.0,150.0,-2294.0,10.0,750.0,-629.0,401.0,475.0,hwl
135,270.0,-85.0,185.0,-2355.0,20.0,740.0,-635.0,402.0,474.0,hwl
136,265.0,-125.0,205.0,-2405.0,10.0,715.0,-640.0,401.0,471.0,hwl
137,255.0,-180.0,205.0,-2425.0,-5.0,715.0,-642.0,400.0,471.0,hwl
138,250.0,-220.0,195.0,-2425.0,-10.0,726.0,-642.0,399.0,472.0,hwl
139,245.0,-225.0,178.0,-2415.0,-10.0,742.0,-641.0,399.0,474.0,hwl
140,240.0,-148.0,138.0,-2376.0,0.0,768.0,-637.0,400.0,476.0,hwl
141,234.0,-78.0,124.0,-2362.0,0.0,801.0,-636.0,400.0,480.0,hwl
142,224.0,-20.0,106.0,-2350.0,-7.0,838.0,-635.0,400.0,483.0,hwl
143,220.0,35.0,93.0,-2350.0,-3.0,829.0,-635.0,400.0,482.0,hwl
144,213.0,71.0,83.0,-2371.0,7.0,799.0,-637.0,400.0,479.0,hwl
145,203.0,80.0,80.0,-2380.0,10.0,762.0,-638.0,401.0,476.0,hwl
146,193.0,73.0,73.0,-2366.0,10.0,726.0,-636.0,401.0,472.0,hwl
147,190.0,54.0,54.0,-2332.0,10.0,712.0,-633.0,401.0,471.0,hwl
148,182.0,34.0,42.0,-2264.0,10.0,710.0,-626.0,401.0,471.0,hwl
149,180.0,22.0,24.0,-2194.0,18.0,694.0,-619.0,401.0,469.0,hwl
150,180.0,19.0,20.0,-2048.0,1.0,708.0,-604.0,400.0,470.0,hwl
151,180.0,47.0,20.0,-1995.0,0.0,728.0,-599.0,400.0,472.0,hwl
152,180.0,77.0,20.0,-1999.0,0.0,739.0,-599.0,400.0,473.0,hwl
153,171.0,107.0,30.0,-2027.0,0.0,780.0,-602.0,400.0,478.0,hwl
154,170.0,140.0,40.0,-2057.0,0.0,790.0,-605.0,400.0,479.0,hwl
155,160.0,170.0,60.0,-2090.0,10.0,810.0,-609.0,401.0,481.0,hwl
156,150.0,170.0,60.0,-2120.0,20.0,811.0,-612.0,402.0,481.0,hwl
157,130.0,150.0,59.0,-2180.0,40.0,819.0,-618.0,404.0,481.0,hwl
158,108.0,115.0,49.0,-2234.0,39.0,812.0,-623.0,403.0,481.0,hwl
159,88.0,66.0,38.0,-2269.0,33.0,828.0,-626.0,403.0,482.0,hwl
160,48.0,-6.0,0.0,-2226.0,52.0,792.0,-622.0,405.0,479.0,hwl
161,38.0,-32.0,-4.0,-2182.0,62.0,802.0,-618.0,406.0,480.0,hwl
162,28.0,-40.0,-20.0,-2138.0,66.0,808.0,-613.0,406.0,480.0,hwl
163,20.0,-34.0,-22.0,-2080.0,50.0,794.0,-608.0,405.0,479.0,hwl
164,18.0,-6.0,-30.0,-2036.0,47.0,770.0,-603.0,404.0,477.0,hwl
165,10.0,19.0,-30.0,-2020.0,43.0,770.0,-602.0,404.0,477.0,hwl
166,10.0,43.0,-30.0,-2026.0,53.0,764.0,-602.0,405.0,476.0,hwl
167,7.0,53.0,-33.0,-2040.0,66.0,753.0,-604.0,406.0,475.0,hwl
168,0.0,54.0,-43.0,-2043.0,80.0,760.0,-604.0,408.0,476.0,hwl
169,-3.0,28.0,-54.0,-2059.0,88.0,756.0,-605.0,408.0,475.0,hwl
170,-28.0,-42.0,-84.0,-2094.0,80.0,788.0,-609.0,408.0,478.0,hwl
171,-44.0,-72.0,-98.0,-2092.0,80.0,804.0,-609.0,408.0,480.0,hwl
172,-54.0,-90.0,-115.0,-2084.0,80.0,805.0,-608.0,408.0,480.0,hwl
173,-64.0,-80.0,-120.0,-2094.0,75.0,800.0,-609.0,407.0,480.0,hwl
174,-75.0,-50.0,-115.0,-2105.0,65.0,800.0,-610.0,406.0,480.0,hwl
175,-80.0,-10.0,-110.0,-2120.0,70.0,790.0,-612.0,407.0,479.0,hwl
176,-80.0,30.0,-110.0,-2130.0,90.0,785.0,-613.0,409.0,478.0,hwl
177,-80.0,60.0,-105.0,-2155.0,85.0,790.0,-615.0,408.0,479.0,hwl
178,-75.0,75.0,-100.0,-2200.0,76.0,838.0,-620.0,407.0,483.0,hwl
179,-70.0,80.0,-106.0,-2238.0,86.0,906.0,-623.0,408.0,490.0,hwl
180,-86.0,64.0,-110.0,-2388.0,112.0,942.0,-638.0,411.0,494.0,hwl
181,-102.0,60.0,-110.0,-2444.0,112.0,930.0,-644.0,411.0,493.0,hwl
182,-117.0,60.0,-110.0,-2453.0,79.0,965.0,-645.0,407.0,496.0,hwl
183,-120.0,46.0,-103.0,-2436.0,91.0,1015.0,-643.0,409.0,501.0,hwl
184,-120.0,26.0,-100.0,-2423.0,79.0,1016.0,-642.0,407.0,501.0,hwl
185,-120.0,6.0,-100.0,-2385.0,70.0,1034.0,-638.0,407.0,503.0,hwl
186,-127.0,-42.0,-108.0,-2293.0,174.0,1168.0,-629.0,417.0,516.0,hwl
187,-154.0,-92.0,-126.0,-2204.0,64.0,1168.0,-620.0,406.0,516.0,hwl
188,-192.0,-124.0,-146.0,-2166.0,54.0,1200.0,-616.0,405.0,520.0,hwl
189,-224.0,-138.0,-182.0,-2104.0,68.0,1178.0,-610.0,406.0,517.0,hwl
190,-278.0,-92.0,-267.0,-2098.0,68.0,1131.0,-609.0,406.0,513.0,hwl
191,-289.0,-27.0,-279.0,-2027.0,43.0,1076.0,-602.0,404.0,507.0,hwl
192,-272.0,7.0,-307.0,-1894.0,103.0,971.0,-589.0,410.0,497.0,hwl
193,-234.0,10.0,-337.0,-1880.0,74.0,880.0,-588.0,407.0,488.0,hwl
194,-221.0,70.0,-380.0,-2096.0,0.0,870.0,-609.0,400.0,487.0,hwl
195,-200.0,90.0,-400.0,-2140.0,30.0,960.0,-614.0,403.0,496.0,hwl
196,-190.0,40.0,-430.0,-2180.0,30.0,960.0,-618.0,403.0,496.0,hwl
197,-190.0,10.0,-475.0,-2170.0,40.0,978.0,-617.0,404.0,497.0,hwl
198,-201.0,-21.0,-524.0,-2120.0,37.0,960.0,-612.0,403.0,496.0,hwl
199,-211.0,-28.0,-566.0,-2077.0,12.0,961.0,-607.0,401.0,496.0,hwl
200,-209.0,15.0,-680.0,-2040.0,-9.0,938.0,-604.0,400.0,493.0,hwl
201,-198.0,67.0,-728.0,-2037.0,4.0,884.0,-603.0,400.0,488.0,hwl
202,-176.0,148.0,-766.0,-2004.0,10.0,860.0,-600.0,401.0,486.0,hwl
203,-154.0,240.0,-798.0,-1978.0,-38.0,864.0,-597.0,397.0,486.0,hwl
204,-126.0,346.0,-838.0,-1998.0,-74.0,872.0,-599.0,393.0,487.0,hwl
205,-108.0,480.0,-876.0,-2140.0,-104.0,831.0,-614.0,390.0,483.0,hwl
206,-100.0,620.0,-906.0,-2270.0,-178.0,804.0,-627.0,383.0,480.0,hwl
207,-94.0,721.0,-920.0,-2312.0,-235.0,796.0,-631.0,377.0,479.0,hwl
208,-83.0,776.0,-923.0,-2323.0,-252.0,819.0,-632.0,375.0,481.0,hwl
209,-102.0,775.0,-939.0,-2309.0,-228.0,834.0,-630.0,378.0,483.0,hwl
210,-208.0,600.0,-1020.0,-2149.0,-296.0,798.0,-614.0,371.0,479.0,hwl
211,-278.0,446.0,-1070.0,-2088.0,-336.0,764.0,-608.0,367.0,476.0,hwl
212,-364.0,306.0,-1104.0,-2098.0,-364.0,708.0,-609.0,364.0,470.0,hwl
213,-442.0,196.0,-1126.0,-2176.0,-394.0,636.0,-617.0,361.0,463.0,hwl
214,-476.0,102.0,-1155.0,-2214.0,-445.0,545.0,-621.0,356.0,454.0,hwl
215,-515.0,40.0,-1155.0,-2138.0,-460.0,465.0,-613.0,354.0,446.0,hwl
216,-535.0,10.0,-1155.0,-2045.0,-460.0,420.0,-604.0,354.0,442.0,hwl
217,-545.0,-25.0,-1165.0,-2010.0,-445.0,380.0,-601.0,356.0,438.0,hwl
218,-555.0,-90.0,-1175.0,-1975.0,-415.0,325.0,-597.0,359.0,432.0,hwl
219,-560.0,-175.0,-1186.0,-1985.0,-400.0,248.0,-598.0,360.0,424.0,hwl
220,-538.0,-390.0,-1222.0,-2014.0,-354.0,134.0,-601.0,365.0,413.0,hwl
221,-518.0,-490.0,-1242.0,-1994.0,-356.0,92.0,-599.0,365.0,409.0,hwl
222,-492.0,-590.0,-1268.0,-1904.0,-348.0,31.0,-590.0,366.0,403.0,hwl
223,-462.0,-690.0,-1294.0,-1794.0,-347.0,-60.0,-579.0,366.0,394.0,hwl
224,-415.0,-786.0,-1314.0,-1736.0,-343.0,-97.0,-573.0,366.0,391.0,hwl
225,-372.0,-845.0,-1334.0,-1688.0,-347.0,-93.0,-568.0,366.0,391.0,hwl
226,-325.0,-881.0,-1340.0,-1607.0,-357.0,-69.0,-560.0,365.0,394.0,hwl
227,-289.0,-890.0,-1333.0,-1538.0,-367.0,-52.0,-553.0,364.0,395.0,hwl
228,-252.0,-866.0,-1322.0,-1464.0,-394.0,-66.0,-546.0,361.0,394.0,hwl
229,-208.0,-828.0,-1312.0,-1400.0,-424.0,-86.0,-540.0,358.0,392.0,hwl
230,-154.0,-738.0,-1262.0,-1344.0,-505.0,-126.0,-534.0,350.0,388.0,hwl
231,-134.0,-694.0,-1224.0,-1388.0,-546.0,-175.0,-538.0,346.0,383.0,hwl
232,-112.0,-672.0,-1175.0,-1409.0,-595.0,-198.0,-540.0,341.0,381.0,hwl
233,-101.0,-688.0,-1107.0,-1365.0,-609.0,-209.0,-536.0,340.0,380.0,hwl
234,-100.0,-717.0,-1037.0,-1306.0,-619.0,-201.0,-530.0,339.0,380.0,hwl
235,-109.0,-756.0,-970.0,-1255.0,-610.0,-160.0,-525.0,339.0,384.0,hwl
236,-120.0,-790.0,-930.0,-1240.0,-600.0,-100.0,-524.0,340.0,390.0,hwl
237,-150.0,-830.0,-880.0,-1220.0,-610.0,-70.0,-522.0,339.0,393.0,hwl
238,-180.0,-850.0,-840.0,-1210.0,-610.0,-37.0,-521.0,339.0,397.0,hwl
239,-210.0,-860.0,-796.0,-1210.0,-590.0,-9.0,-521.0,341.0,400.0,hwl
240,-283.0,-797.0,-718.0,-1143.0,-578.0,36.0,-514.0,343.0,403.0,hwl
241,-314.0,-660.0,-697.0,-1267.0,-564.0,89.0,-526.0,344.0,408.0,hwl
242,-356.0,-474.0,-658.0,-1323.0,-604.0,94.0,-532.0,340.0,409.0,hwl
243,-417.0,-412.0,-596.0,-1256.0,-646.0,162.0,-525.0,336.0,416.0,hwl
244,-494.0,-368.0,-528.0,-1216.0,-688.0,208.0,-521.0,332.0,420.0,hwl
245,-562.0,-320.0,-468.0,-1186.0,-772.0,214.0,-518.0,323.0,421.0,hwl
246,-620.0,-324.0,-404.0,-1112.0,-808.0,254.0,-511.0,320.0,425.0,hwl
247,-664.0,-342.0,-313.0,-1002.0,-762.0,142.0,-500.0,324.0,414.0,hwl
248,-682.0,-347.0,-214.0,-846.0,-809.0,15.0,-484.0,320.0,401.0,hwl
249,-693.0,-337.0,-91.0,-809.0,-921.0,4.0,-480.0,308.0,400.0,hwl
250,-687.0,-269.0,217.0,-688.0,-1097.0,176.0,-468.0,291.0,417.0,hwl
251,-674.0,-193.0,430.0,-675.0,-1184.0,270.0,-467.0,282.0,427.0,hwl
252,-648.0,-90.0,634.0,-710.0,-1236.0,378.0,-471.0,277.0,437.0,hwl
253,-614.0,2.0,832.0,-674.0,-1252.0,534.0,-467.0,275.0,453.0,hwl
254,-570.0,134.0,992.0,-736.0,-1196.0,788.0,-473.0,281.0,478.0,hwl
255,-520.0,416.0,1090.0,-1138.0,-1142.0,1028.0,-513.0,286.0,502.0,hwl
256,-502.0,630.0,1175.0,-1356.0,-1225.0,1160.0,-535.0,278.0,516.0,hwl
257,-555.0,300.0,1290.0,-1170.0,-1265.0,1340.0,-517.0,274.0,534.0,hwl
258,-610.0,-210.0,1325.0,-1285.0,-1305.0,1485.0,-528.0,270.0,548.0,hwl
259,-635.0,-580.0,1240.0,-1500.0,-1480.0,1485.0,-550.0,252.0,548.0,hwl
260,-546.0,-1140.0,1040.0,-1882.0,-1788.0,1424.0,-588.0,222.0,542.0,hwl
261,-438.0,-1176.0,922.0,-2040.0,-1850.0,1340.0,-604.0,215.0,534.0,hwl
262,-306.0,-1046.0,768.0,-2160.0,-1870.0,1288.0,-616.0,213.0,528.0,hwl
263,-148.0,-736.0,568.0,-2356.0,-1852.0,1176.0,-635.0,215.0,517.0,hwl
264,10.0,-328.0,319.0,-2394.0,-1854.0,1038.0,-639.0,215.0,503.0,hwl
265,161.0,36.0,89.0,-2336.0,-1790.0,955.0,-633.0,221.0,495.0,hwl
266,277.0,274.0,-162.0,-2295.0,-1732.0,926.0,-629.0,227.0,492.0,hwl
267,352.0,389.0,-429.0,-2182.0,-1706.0,955.0,-618.0,230.0,495.0,hwl
268,398.0,368.0,-726.0,-2000.0,-1581.0,1098.0,-600.0,242.0,509.0,hwl
269,418.0,302.0,-988.0,-1919.0,-1538.0,1026.0,-591.0,247.0,502.0,hwl
270,352.0,242.0,-1346.0,-1766.0,-1578.0,707.0,-576.0,243.0,470.0,hwl
271,276.0,92.0,-1451.0,-1516.0,-1607.0,745.0,-551.0,240.0,474.0,hwl
272,188.0,-3.0,-1514.0,-1276.0,-1601.0,705.0,-527.0,240.0,470.0,hwl
273,135.0,-55.0,-1574.0,-1113.0,-1555.0,583.0,-511.0,245.0,458.0,hwl
274,67.0,-150.0,-1607.0,-947.0,-1469.0,462.0,-494.0,254.0,446.0,hwl
275,6.0,-349.0,-1601.0,-777.0,-1397.0,396.0,-477.0,261.0,439.0,hwl
276,-54.0,-514.0,-1580.0,-652.0,-1327.0,330.0,-465.0,268.0,433.0,hwl
277,-114.0,-580.0,-1530.0,-559.0,-1300.0,290.0,-455.0,270.0,429.0,hwl
278,-170.0,-520.0,-1460.0,-540.0,-1310.0,250.0,-454.0,269.0,425.0,hwl
279,-210.0,-320.0,-1360.0,-610.0,-1310.0,280.0,-461.0,269.0,428.0,hwl
280,-305.0,-178.0,-1057.0,-458.0,-1204.0,317.0,-445.0,280.0,431.0,hwl
281,-355.0,-160.0,-928.0,-539.0,-1147.0,287.0,-453.0,286.0,428.0,hwl
282,-405.0,-161.0,-807.0,-628.0,-1120.0,259.0,-462.0,288.0,425.0,hwl
283,-455.0,-166.0,-676.0,-711.0,-1119.0,258.0,-471.0,289.0,425.0,hwl
284,-505.0,-122.0,-522.0,-821.0,-1116.0,300.0,-482.0,289.0,430.0,hwl
285,-558.0,-34.0,-380.0,-930.0,-1142.0,352.0,-493.0,286.0,435.0,hwl
286,-596.0,50.0,-232.0,-1036.0,-1144.0,412.0,-503.0,286.0,441.0,hwl
287,-624.0,150.0,-92.0,-1110.0,-1106.0,466.0,-511.0,290.0,446.0,hwl
288,-642.0,262.0,48.0,-1170.0,-1052.0,502.0,-517.0,295.0,450.0,hwl
289,-650.0,424.0,196.0,-1270.0,-1048.0,595.0,-527.0,296.0,459.0,hwl
290,-673.0,793.0,436.0,-1401.0,-1036.0,863.0,-540.0,297.0,486.0,hwl
291,-683.0,1003.0,550.0,-1498.0,-1041.0,948.0,-549.0,296.0,494.0,hwl
