gyroX,gyroY,gyroZ,lowAccelX,lowAccelY,lowAccelZ,highAccelX,highAccelY,highAccelZ
-1531.0,1940.0,3514.0,-1060.0,3601.0,349.0,-506.0,760.0,434.0
-1975.0,2359.0,3720.0,-1232.0,4027.0,524.0,-523.0,802.0,452.0
-2443.0,2634.0,3866.0,-1430.0,4430.0,540.0,-543.0,843.0,454.0
-2922.0,2740.0,3940.0,-1711.0,4910.0,810.0,-571.0,891.0,481.0
-3470.0,2670.0,3950.0,-2210.0,5170.0,1270.0,-621.0,917.0,527.0
-3910.0,2470.0,3900.0,-2670.0,5110.0,1990.0,-667.0,911.0,599.0
-4220.0,2210.0,3851.0,-3230.0,5120.0,3081.0,-723.0,912.0,708.0
-4410.0,1926.0,3854.0,-3820.0,5156.0,3463.0,-782.0,915.0,746.0
-4878.0,1132.0,3668.0,-4335.0,5000.0,3032.0,-833.0,900.0,703.0
-5264.0,761.0,3341.0,-3737.0,5495.0,2088.0,-773.0,949.0,608.0
-5711.0,524.0,2910.0,-4414.0,5888.0,1190.0,-841.0,988.0,519.0
-6266.0,606.0,2524.0,-4348.0,5854.0,1498.0,-834.0,985.0,549.0
-6712.0,598.0,2218.0,-4822.0,6000.0,1576.0,-882.0,1000.0,557.0
-6972.0,946.0,2004.0,-5706.0,6346.0,1242.0,-970.0,1034.0,524.0
-7010.0,1834.0,1683.0,-6830.0,6388.0,216.0,-1083.0,1038.0,421.0
-6976.0,3028.0,1261.0,-7564.0,6777.0,-597.0,-1156.0,1077.0,341.0
-6931.0,3521.0,780.0,-8250.0,6572.0,-2006.0,-1225.0,1057.0,200.0
-6671.0,4145.0,168.0,-10206.0,5771.0,-4917.0,-1420.0,977.0,-91.0
-5885.0,4770.0,-1382.0,-11781.0,2264.0,-13376.0,-1578.0,626.0,-937.0
-5188.0,4460.0,-2472.0,-10944.0,-454.0,-16834.0,-1494.0,355.0,-1283.0
-4124.0,3548.0,-3946.0,-9376.0,-3312.0,-19332.0,-1337.0,69.0,-1533.0
-2278.0,2084.0,-5572.0,-7298.0,-4638.0,-21756.0,-1129.0,-63.0,-1775.0
286.0,610.0,-6946.0,-4996.0,-3858.0,-24200.0,-899.0,15.0,-2020.0
3222.0,-454.0,-7920.0,-2864.0,-1715.0,-26180.0,-686.0,229.0,-2218.0
6635.0,-995.0,-8235.0,-490.0,1180.0,-27920.0,-449.0,518.0,-2392.0
9680.0,-1125.0,-8080.0,1675.0,5185.0,-29220.0,-233.0,918.0,-2522.0
12440.0,-1165.0,-7580.0,3130.0,9940.0,-30130.0,-87.0,1394.0,-2613.0
14745.0,-1245.0,-6835.0,3570.0,14790.0,-30720.0,-43.0,1879.0,-2672.0
17606.0,-1658.0,-4842.0,2038.0,21708.0,-31220.0,-197.0,2570.0,-2722.0
18150.0,-2066.0,-4062.0,232.0,23858.0,-31334.0,-377.0,2785.0,-2733.0
17794.0,-2490.0,-3058.0,18518.0,29512.0,7112.0,1451.0,3351.0,1111.0
6728.0,-412.0,-1424.0,12788.0,32740.0,32754.0,878.0,3674.0,3675.0
-1266.0,716.0,-1248.0,8160.0,30661.0,12824.0,416.0,3466.0,1682.0
-2327.0,1953.0,-597.0,1604.0,16421.0,787.0,-240.0,2042.0,478.0
-1413.0,1080.0,-1148.0,-8706.0,5499.0,2979.0,-1270.0,949.0,697.0
-202.0,-803.0,-2250.0,-4274.0,2122.0,1095.0,-827.0,612.0,509.0
1097.0,-1018.0,-2494.0,1554.0,-2031.0,-2918.0,-245.0,197.0,109.0
2731.0,-1069.0,-1990.0,986.0,-2736.0,-5870.0,-302.0,127.0,-187.0
8876.0,-1358.0,862.0,198.0,-3056.0,-13610.0,-381.0,95.0,-961.0
10130.0,-590.0,1762.0,-428.0,-372.0,-7080.0,-442.0,363.0,-308.0
10600.0,-374.0,2017.0,-1836.0,-874.0,563.0,-583.0,313.0,456.0
10814.0,-269.0,1256.0,-3854.0,-542.0,5139.0,-785.0,346.0,913.0
10794.0,289.0,189.0,-4045.0,-238.0,5498.0,-804.0,377.0,949.0
10475.0,746.0,-793.0,-3957.0,141.0,5067.0,-795.0,414.0,906.0
9945.0,1375.0,-1637.0,-4364.0,486.0,4633.0,-836.0,448.0,863.0
9467.0,2196.0,-2480.0,-4851.0,1040.0,4650.0,-885.0,504.0,865.0
8930.0,2900.0,-3070.0,-5422.0,1450.0,5670.0,-942.0,545.0,967.0
8290.0,3450.0,-3450.0,-6260.0,1830.0,5660.0,-1026.0,583.0,966.0
6477.0,3581.0,-3978.0,-7690.0,2443.0,3241.0,-1169.0,644.0,724.0
5451.0,3262.0,-4158.0,-7526.0,2252.0,2587.0,-1152.0,625.0,658.0
4480.0,2652.0,-4345.0,-7188.0,1889.0,2247.0,-1118.0,588.0,624.0
3694.0,1764.0,-4595.0,-6847.0,1699.0,1847.0,-1084.0,569.0,584.0
3050.0,806.0,-4862.0,-6315.0,1704.0,1676.0,-1031.0,570.0,567.0
2532.0,-216.0,-5056.0,-5726.0,1780.0,1378.0,-972.0,578.0,537.0
2198.0,-1070.0,-5160.0,-5240.0,1904.0,950.0,-924.0,590.0,495.0
1896.0,-1780.0,-5138.0,-4638.0,2152.0,460.0,-863.0,615.0,446.0
1630.0,-2280.0,-5002.0,-3712.0,2514.0,40.0,-771.0,651.0,404.0
1376.0,-2496.0,-4690.0,-2258.0,2843.0,-1.0,-625.0,684.0,400.0
871.0,-1597.0,-3558.0,-755.0,2812.0,802.0,-475.0,681.0,480.0
777.0,-1417.0,-2785.0,-408.0,3153.0,1154.0,-440.0,715.0,515.0
767.0,-2202.0,-1822.0,-849.0,3318.0,834.0,-484.0,731.0,483.0
764.0,-3598.0,-878.0,-1374.0,3586.0,290.0,-537.0,758.0,429.0
766.0,-4650.0,134.0,-1396.0,4134.0,-334.0,-539.0,813.0,367.0
708.0,-4920.0,1214.0,-936.0,5094.0,-524.0,-493.0,909.0,348.0
502.0,-4388.0,2415.0,-568.0,6100.0,-375.0,-456.0,1010.0,363.0
134.0,-3505.0,3475.0,-892.0,7055.0,-805.0,-489.0,1105.0,320.0
-440.0,-2790.0,4570.0,-1535.0,7865.0,-1785.0,-553.0,1186.0,222.0
-1160.0,-2050.0,5735.0,-2145.0,8445.0,-2720.0,-614.0,1244.0,128.0
-3205.0,-668.0,7726.0,-4025.0,8144.0,-4068.0,-802.0,1214.0,-6.0
-4498.0,-250.0,8262.0,-5928.0,7580.0,-5052.0,-992.0,1158.0,-105.0
-5660.0,16.0,8526.0,-7972.0,6986.0,-6124.0,-1197.0,1098.0,-212.0
-6756.0,184.0,8518.0,-9804.0,6228.0,-6780.0,-1380.0,1022.0,-278.0
-7726.0,342.0,8236.0,-10994.0,5034.0,-7108.0,-1499.0,903.0,-310.0
-8534.0,560.0,7604.0,-11416.0,3385.0,-7558.0,-1541.0,738.0,-355.0
-9257.0,898.0,6707.0,-11243.0,1534.0,-8385.0,-1524.0,553.0,-438.0
-9741.0,1259.0,5556.0,-10471.0,-600.0,-8985.0,-1447.0,340.0,-498.0
-10073.0,1594.0,4245.0,-9487.0,-3122.0,-9036.0,-1348.0,88.0,-503.0
-10132.0,1851.0,2825.0,-7587.0,-5229.0,-8824.0,-1158.0,-122.0,-482.0
-9258.0,2004.0,-290.0,-4644.0,-7662.0,-8110.0,-864.0,-366.0,-411.0
-8564.0,1978.0,-1524.0,-3704.0,-7642.0,-7224.0,-770.0,-364.0,-322.0
-7796.0,1898.0,-2480.0,-2782.0,-7234.0,-6004.0,-678.0,-323.0,-200.0
-6968.0,1781.0,-3290.0,-2080.0,-6537.0,-4945.0,-608.0,-253.0,-94.0
-6026.0,1644.0,-3801.0,-1527.0,-5912.0,-4039.0,-552.0,-191.0,-3.0
-5166.0,1468.0,-4120.0,-1192.0,-5337.0,-3239.0,-519.0,-133.0,77.0
-4306.0,1270.0,-4231.0,-1034.0,-4803.0,-2548.0,-503.0,-80.0,146.0
-3482.0,1007.0,-4150.0,-966.0,-4318.0,-1850.0,-496.0,-31.0,215.0
-2707.0,610.0,-3830.0,-1032.0,-3960.0,-1340.0,-503.0,4.0,266.0
-1860.0,120.0,-3350.0,-1500.0,-3000.0,-230.0,-550.0,100.0,377.0
-830.0,-1180.0,-2269.0,-990.0,-678.0,-516.0,-499.0,333.0,349.0
-622.0,-1656.0,-1873.0,-133.0,-3.0,-1055.0,-413.0,400.0,295.0
-549.0,-1877.0,-1613.0,601.0,182.0,-1382.0,-340.0,418.0,262.0
-525.0,-1703.0,-1441.0,987.0,-414.0,-1481.0,-302.0,359.0,252.0
-351.0,-1089.0,-1208.0,1134.0,-1188.0,-1386.0,-287.0,282.0,262.0
120.0,74.0,-868.0,1019.0,-1658.0,-1328.0,-299.0,235.0,268.0
746.0,1328.0,-404.0,398.0,-1778.0,-1322.0,-361.0,223.0,268.0
1486.0,2474.0,56.0,50.0,-1608.0,-1348.0,-395.0,240.0,266.0
2248.0,3364.0,416.0,-228.0,-1380.0,-1381.0,-422.0,262.0,262.0
2908.0,3838.0,688.0,-436.0,-1029.0,-1269.0,-443.0,298.0,274.0
3610.0,3250.0,929.0,-1514.0,-217.0,-1668.0,-551.0,379.0,234.0
3547.0,2387.0,1116.0,-2104.0,193.0,-2034.0,-610.0,419.0,197.0
3298.0,1260.0,1376.0,-2424.0,640.0,-2052.0,-642.0,464.0,195.0
2900.0,254.0,1662.0,-2454.0,996.0,-1852.0,-645.0,499.0,215.0
2488.0,-586.0,1898.0,-2146.0,1258.0,-1532.0,-614.0,525.0,247.0
2058.0,-1152.0,2008.0,-1752.0,1482.0,-1204.0,-575.0,548.0,280.0
1628.0,-1408.0,2000.0,-1402.0,1668.0,-910.0,-540.0,566.0,309.0
1155.0,-1345.0,1970.0,-1146.0,1780.0,-810.0,-514.0,578.0,319.0
705.0,-985.0,1975.0,-820.0,2295.0,-430.0,-482.0,629.0,357.0
-150.0,275.0,1885.0,-700.0,2725.0,1060.0,-470.0,672.0,506.0
-3120.0,6842.0,1576.0,-5690.0,1324.0,2908.0,-969.0,532.0,690.0
-3998.0,6978.0,1716.0,-3554.0,912.0,2960.0,-755.0,491.0,696.0
-3994.0,5864.0,1792.0,-340.0,2460.0,1620.0,-434.0,646.0,562.0
-3856.0,4964.0,1626.0,1100.0,3590.0,-696.0,-290.0,759.0,331.0
-3968.0,4144.0,1244.0,350.0,3912.0,-1953.0,-365.0,791.0,205.0
-4250.0,2988.0,906.0,-1262.0,3731.0,-1307.0,-526.0,773.0,270.0
-4599.0,1618.0,845.0,-2580.0,3326.0,-245.0,-658.0,732.0,376.0
-4857.0,109.0,1182.0,-2794.0,3011.0,392.0,-679.0,701.0,439.0
-4976.0,-1330.0,1677.0,-2238.0,2846.0,614.0,-623.0,684.0,461.0
-5000.0,-2506.0,2158.0,-1751.0,2922.0,594.0,-575.0,692.0,459.0
-4814.0,-4028.0,2930.0,-2350.0,3262.0,450.0,-635.0,726.0,445.0
-4686.0,-4378.0,3402.0,-2648.0,3502.0,376.0,-664.0,750.0,437.0
-4596.0,-4616.0,3977.0,-2884.0,3766.0,360.0,-688.0,776.0,436.0
-4571.0,-4714.0,4462.0,-3074.0,3970.0,486.0,-707.0,797.0,448.0
-4642.0,-4540.0,4861.0,-3551.0,4188.0,716.0,-755.0,818.0,471.0
-4749.0,-4043.0,5170.0,-4662.0,4723.0,839.0,-866.0,872.0,483.0
-4823.0,-3027.0,5362.0,-6283.0,5716.0,148.0,-1028.0,971.0,414.0
-4839.0,-1372.0,5350.0,-7962.0,7010.0,-950.0,-1196.0,1101.0,305.0
-4890.0,1160.0,4950.0,-9615.0,7810.0,-1550.0,-1361.0,1181.0,245.0
-5050.0,3890.0,4150.0,-11490.0,7300.0,-3040.0,-1549.0,1130.0,96.0
-4820.0,8743.0,1499.0,-14880.0,2459.0,-10845.0,-1888.0,645.0,-684.0
-4204.0,9631.0,-28.0,-14590.0,-1309.0,-14111.0,-1859.0,270.0,-1011.0
-3183.0,9040.0,-1734.0,-13680.0,-5584.0,-16538.0,-1768.0,-158.0,-1253.0
-1559.0,6470.0,-3664.0,-12607.0,-9446.0,-18282.0,-1660.0,-544.0,-1428.0
568.0,2333.0,-5461.0,-10767.0,-10452.0,-21046.0,-1476.0,-645.0,-1704.0
2860.0,-2361.0,-6908.0,-7757.0,-7724.0,-24450.0,-1175.0,-372.0,-2045.0
5514.0,-5358.0,-7708.0,-2780.0,-3732.0,-27810.0,-678.0,27.0,-2381.0
7998.0,-6384.0,-8080.0,1052.0,1098.0,-30448.0,-295.0,509.0,-2644.0
10530.0,-5760.0,-8114.0,3768.0,6670.0,-32180.0,-24.0,1067.0,-2818.0
12972.0,-4308.0,-7798.0,5300.0,12026.0,-32740.0,130.0,1602.0,-2874.0
16958.0,-1525.0,-5912.0,4872.0,19999.0,-32740.0,87.0,2399.0,-2874.0
18165.0,-1218.0,-4776.0,3344.0,22570.0,-32740.0,-66.0,2657.0,-2874.0
18628.0,-1628.0,-3615.0,7028.0,26699.0,-6611.0,302.0,3069.0,-261.0
13133.0,-2043.0,-1910.0,16702.0,32740.0,32664.0,1270.0,3674.0,3666.0
-374.0,-1762.0,-862.0,15124.0,32216.0,19232.0,1112.0,3621.0,2323.0
-2824.0,-434.0,-556.0,10260.0,23642.0,-1104.0,626.0,2764.0,290.0
-2756.0,1000.0,-502.0,-7906.0,7408.0,2034.0,-1190.0,1140.0,603.0
-1592.0,-450.0,-1892.0,-9074.0,1084.0,4225.0,-1307.0,508.0,822.0
-732.0,-1255.0,-2650.0,-686.0,-385.0,-815.0,-468.0,362.0,319.0
525.0,-490.0,-2340.0,2675.0,-1605.0,-1295.0,-133.0,240.0,271.0
2615.0,-1915.0,-834.0,-210.0,-4230.0,-7342.0,-421.0,-23.0,-334.0
5025.0,-4344.0,2.0,850.0,-3910.0,-15186.0,-315.0,9.0,-1118.0
7324.0,-3998.0,724.0,1140.0,-1108.0,-12800.0,-286.0,290.0,-880.0
7860.0,-2534.0,966.0,226.0,-1770.0,-5462.0,-378.0,223.0,-146.0
8030.0,-1182.0,568.0,-1156.0,-3076.0,1296.0,-515.0,93.0,529.0
8360.0,86.0,-295.0,-2550.0,-3220.0,3943.0,-655.0,78.0,794.0
8738.0,1269.0,-1019.0,-3330.0,-3057.0,3589.0,-733.0,95.0,758.0
8849.0,2029.0,-1591.0,-3430.0,-2410.0,3673.0,-743.0,159.0,767.0
8707.0,2594.0,-2086.0,-3321.0,-1652.0,4175.0,-732.0,235.0,817.0
8447.0,2995.0,-2594.0,-3587.0,-1311.0,4417.0,-758.0,269.0,841.0
7792.0,3402.0,-3412.0,-5208.0,-334.0,2756.0,-920.0,367.0,675.0
7352.0,3340.0,-3436.0,-5970.0,300.0,1994.0,-997.0,430.0,599.0
6876.0,3000.0,-3342.0,-6052.0,1048.0,2100.0,-1005.0,504.0,610.0
6356.0,2440.0,-3216.0,-5800.0,1200.0,2637.0,-980.0,520.0,663.0
5818.0,1600.0,-3208.0,-5612.0,1299.0,2888.0,-961.0,529.0,688.0
5233.0,710.0,-3363.0,-5373.0,1418.0,2685.0,-937.0,541.0,668.0
4712.0,-163.0,-3569.0,-5260.0,1583.0,2057.0,-926.0,558.0,605.0
4210.0,-979.0,-3743.0,-4944.0,1807.0,1378.0,-894.0,580.0,537.0
3710.0,-1645.0,-3820.0,-4388.0,1990.0,1020.0,-838.0,599.0,502.0
3170.0,-2160.0,-3790.0,-3790.0,2030.0,1110.0,-779.0,603.0,511.0
2350.0,-2510.0,-3494.0,-2750.0,2065.0,1242.0,-675.0,606.0,524.0
2035.0,-2491.0,-3226.0,-2267.0,2309.0,1160.0,-626.0,630.0,516.0
1792.0,-2404.0,-2880.0,-1933.0,2502.0,1074.0,-593.0,650.0,507.0
1615.0,-2351.0,-2477.0,-1555.0,2727.0,1101.0,-555.0,672.0,510.0
1464.0,-2372.0,-2043.0,-1115.0,3016.0,976.0,-511.0,701.0,497.0
1295.0,-2524.0,-1510.0,-793.0,3520.0,744.0,-479.0,752.0,474.0
1002.0,-2742.0,-932.0,-742.0,4018.0,418.0,-474.0,801.0,441.0
648.0,-2928.0,-204.0,-748.0,4736.0,-112.0,-474.0,873.0,389.0
224.0,-2980.0,710.0,-540.0,5488.0,-690.0,-454.0,948.0,331.0
-268.0,-2824.0,1865.0,-350.0,5920.0,-1266.0,-435.0,992.0,274.0
-1469.0,-1660.0,3819.0,-456.0,6784.0,-2659.0,-445.0,1078.0,135.0
-2093.0,-842.0,4607.0,-1223.0,7137.0,-3217.0,-522.0,1113.0,79.0
-2709.0,18.0,5334.0,-2384.0,7384.0,-3654.0,-638.0,1138.0,35.0
-3354.0,932.0,5884.0,-3622.0,7402.0,-4240.0,-762.0,1140.0,-24.0
-4150.0,1648.0,6272.0,-4836.0,7130.0,-5102.0,-883.0,1113.0,-110.0
-4970.0,2200.0,6492.0,-5956.0,6550.0,-5806.0,-995.0,1055.0,-180.0
-5824.0,2558.0,6558.0,-7272.0,5786.0,-6178.0,-1127.0,978.0,-217.0
-6672.0,2694.0,6480.0,-8670.0,4874.0,-6560.0,-1267.0,887.0,-256.0
-7494.0,2624.0,6250.0,-9840.0,3760.0,-7185.0,-1384.0,776.0,-318.0
-8375.0,2400.0,5890.0,-10432.0,2575.0,-7960.0,-1443.0,657.0,-396.0
-9745.0,2210.0,4690.0,-10080.0,-750.0,-8658.0,-1408.0,325.0,-465.0
-10120.0,2290.0,3688.0,-9000.0,-2608.0,-8580.0,-1300.0,140.0,-458.0
-10206.0,2488.0,2572.0,-7435.0,-4280.0,-8388.0,-1143.0,-28.0,-438.0
-9944.0,2712.0,1320.0,-5984.0,-6032.0,-7934.0,-998.0,-203.0,-393.0
-9306.0,2878.0,14.0,-5080.0,-7002.0,-7180.0,-908.0,-300.0,-318.0
-8432.0,2960.0,-1236.0,-4400.0,-7256.0,-6354.0,-840.0,-325.0,-235.0
-7502.0,2872.0,-2385.0,-3914.0,-7139.0,-5491.0,-791.0,-313.0,-149.0
-6514.0,2471.0,-3146.0,-3468.0,-6720.0,-4714.0,-746.0,-272.0,-71.0
-5697.0,1826.0,-3672.0,-2930.0,-6171.0,-4004.0,-693.0,-217.0,0.0
-4949.0,1015.0,-3985.0,-2472.0,-5622.0,-3478.0,-647.0,-162.0,53.0
-3530.0,-646.0,-3946.0,-1671.0,-4482.0,-2604.0,-567.0,-48.0,140.0
-2828.0,-1270.0,-3622.0,-1376.0,-3962.0,-1950.0,-537.0,4.0,205.0
-2114.0,-1830.0,-3182.0,-1466.0,-3260.0,-1042.0,-546.0,74.0,296.0
-1418.0,-2396.0,-2722.0,-1428.0,-1694.0,254.0,-542.0,231.0,425.0
-944.0,-2814.0,-2306.0,-690.0,-593.0,-199.0,-469.0,341.0,381.0
-734.0,-3043.0,-2063.0,26.0,66.0,-1207.0,-398.0,406.0,280.0
-693.0,-3051.0,-1896.0,646.0,292.0,-1760.0,-336.0,429.0,224.0
-699.0,-2735.0,-1736.0,1015.0,-185.0,-1855.0,-299.0,382.0,215.0
-592.0,-2079.0,-1504.0,1158.0,-906.0,-1599.0,-285.0,310.0,241.0
-292.0,-1083.0,-1170.0,1206.0,-1517.0,-1290.0,-280.0,249.0,271.0
850.0,1470.0,-490.0,800.0,-1850.0,-1340.0,-320.0,215.0,266.0
1560.0,2410.0,-222.0,380.0,-1638.0,-1494.0,-362.0,237.0,251.0
2285.0,2956.0,-51.0,52.0,-1510.0,-1415.0,-395.0,249.0,259.0
2816.0,3073.0,33.0,-244.0,-1287.0,-1184.0,-424.0,272.0,282.0
3155.0,2767.0,67.0,-685.0,-850.0,-1151.0,-468.0,315.0,285.0
3284.0,2116.0,158.0,-1106.0,-353.0,-1374.0,-510.0,365.0,263.0
3190.0,1186.0,312.0,-1236.0,152.0,-1506.0,-523.0,415.0,250.0
2970.0,346.0,526.0,-1078.0,536.0,-1456.0,-507.0,453.0,255.0
2660.0,-336.0,756.0,-916.0,808.0,-1268.0,-491.0,480.0,274.0
2302.0,-810.0,986.0,-736.0,1040.0,-1000.0,-473.0,504.0,300.0
1444.0,-913.0,1545.0,-313.0,1608.0,-756.0,-431.0,560.0,325.0
1003.0,-536.0,1916.0,132.0,2368.0,-587.0,-387.0,636.0,342.0
405.0,371.0,2338.0,191.0,3192.0,76.0,-381.0,719.0,407.0
-364.0,2256.0,2658.0,-1613.0,2598.0,262.0,-561.0,659.0,426.0
-906.0,3394.0,3110.0,-1492.0,2612.0,-214.0,-549.0,661.0,379.0
-1282.0,3522.0,3712.0,-396.0,3214.0,-526.0,-439.0,721.0,348.0
-1760.0,3658.0,4078.0,-376.0,3696.0,-382.0,-437.0,769.0,362.0
-2298.0,3762.0,4145.0,-774.0,3760.0,-75.0,-477.0,776.0,393.0
-2845.0,3640.0,4150.0,-1456.0,3800.0,205.0,-545.0,780.0,420.0
-3315.0,3405.0,4200.0,-2005.0,3980.0,475.0,-600.0,798.0,447.0
-4280.0,2630.0,4304.0,-2395.0,4366.0,476.0,-639.0,836.0,447.0
-4772.0,2230.0,4252.0,-2595.0,4414.0,276.0,-659.0,841.0,427.0
-5132.0,1946.0,4136.0,-2978.0,4436.0,340.0,-697.0,843.0,434.0
-5362.0,1778.0,3990.0,-3372.0,4392.0,678.0,-737.0,839.0,467.0
-5472.0,1712.0,3834.0,-3964.0,4432.0,964.0,-796.0,843.0,496.0
-5554.0,1694.0,3588.0,-4644.0,4698.0,816.0,-864.0,869.0,481.0
-5660.0,1690.0,3272.0,-5032.0,4870.0,195.0,-903.0,887.0,419.0
-5711.0,1774.0,2897.0,-5491.0,5285.0,-590.0,-949.0,928.0,341.0
-5762.0,2020.0,2479.0,-6014.0,5674.0,-900.0,-1001.0,967.0,310.0
-5759.0,2320.0,1951.0,-6562.0,5882.0,-1170.0,-1056.0,988.0,283.0
-5510.0,3012.0,608.0,-7822.0,5794.0,-2076.0,-1182.0,979.0,193.0
-5358.0,3148.0,-74.0,-8990.0,5526.0,-3018.0,-1299.0,952.0,99.0
-5266.0,3042.0,-690.0,-9994.0,5134.0,-5084.0,-1399.0,913.0,-108.0
-5170.0,2946.0,-1224.0,-10916.0,3331.0,-7720.0,-1491.0,733.0,-372.0
-4907.0,2867.0,-1675.0,-11325.0,1097.0,-10492.0,-1532.0,509.0,-649.0
-4466.0,2635.0,-2260.0,-11071.0,-2397.0,-13947.0,-1507.0,161.0,-994.0
-3619.0,2079.0,-3112.0,-10068.0,-6054.0,-17090.0,-1406.0,-205.0,-1309.0
-2189.0,949.0,-4163.0,-8520.0,-8688.0,-20420.0,-1252.0,-468.0,-1642.0
-177.0,-556.0,-5280.0,-6173.0,-8650.0,-23210.0,-1017.0,-465.0,-1921.0
2560.0,-2340.0,-5990.0,-3320.0,-6740.0,-26570.0,-732.0,-274.0,-2257.0
8330.0,-4490.0,-6431.0,1920.0,1602.0,-31325.0,-208.0,560.0,-2732.0
11344.0,-4811.0,-6335.0,4160.0,6532.0,-32722.0,16.0,1053.0,-2872.0
13737.0,-4701.0,-6171.0,5273.0,11486.0,-32740.0,127.0,1548.0,-2874.0
15663.0,-4396.0,-5867.0,5131.0,15755.0,-32740.0,113.0,1975.0,-2874.0
17142.0,-3962.0,-5436.0,4276.0,19125.0,-32740.0,27.0,2312.0,-2874.0
18109.0,-3593.0,-4968.0,2741.0,21768.0,-32740.0,-126.0,2576.0,-2874.0
18471.0,-3312.0,-4416.0,3805.0,25820.0,-19648.0,-20.0,2982.0,-1564.0
14466.0,-2272.0,-2694.0,25550.0,32740.0,32728.0,2155.0,3674.0,3672.0
810.0,1422.0,-120.0,-1458.0,32264.0,26706.0,-545.0,3626.0,3070.0
-1296.0,2192.0,-304.0,3792.0,25924.0,2146.0,-21.0,2992.0,614.0
-473.0,107.0,-1788.0,-5730.0,3459.0,1938.0,-973.0,745.0,593.0
521.0,-783.0,-2670.0,844.0,-370.0,-2217.0,-316.0,363.0,179.0
2288.0,-1134.0,-2457.0,1337.0,-2861.0,-5725.0,-267.0,114.0,-172.0
5279.0,-1917.0,-1372.0,3186.0,-754.0,-15382.0,-82.0,325.0,-1138.0
8714.0,-1034.0,456.0,3582.0,-622.0,-13486.0,-42.0,338.0,-948.0
10208.0,78.0,1492.0,196.0,-322.0,-7500.0,-381.0,368.0,-350.0
10922.0,90.0,1996.0,-1958.0,-518.0,-1224.0,-595.0,349.0,278.0
11208.0,-72.0,1632.0,-3674.0,-228.0,3860.0,-767.0,378.0,786.0
11228.0,-100.0,780.0,-3638.0,-100.0,5425.0,-763.0,390.0,942.0
10928.0,124.0,-140.0,-3722.0,-210.0,4825.0,-772.0,379.0,882.0
10125.0,975.0,-1605.0,-4750.0,1295.0,3905.0,-875.0,529.0,790.0
9385.0,1550.0,-2100.0,-5100.0,1650.0,4110.0,-910.0,565.0,811.0
8630.0,2285.0,-2336.0,-5650.0,1930.0,3896.0,-965.0,593.0,789.0
7878.0,3008.0,-2416.0,-6560.0,2190.0,3454.0,-1056.0,619.0,745.0
7208.0,3226.0,-2470.0,-7286.0,2286.0,3152.0,-1128.0,628.0,715.0
6562.0,2936.0,-2562.0,-7524.0,2288.0,2718.0,-1152.0,628.0,671.0
5908.0,2194.0,-2736.0,-7352.0,2228.0,2119.0,-1135.0,622.0,611.0
5244.0,1092.0,-3058.0,-7066.0,2047.0,1645.0,-1106.0,604.0,564.0
4567.0,-359.0,-3426.0,-6531.0,1857.0,1293.0,-1053.0,585.0,529.0
4026.0,-1708.0,-3778.0,-5911.0,1786.0,1018.0,-991.0,578.0,501.0
3112.0,-3628.0,-4216.0,-4180.0,1730.0,578.0,-818.0,573.0,457.0
2644.0,-3956.0,-4216.0,-3441.0,1656.0,374.0,-744.0,565.0,437.0
2272.0,-3846.0,-4074.0,-2792.0,1656.0,274.0,-679.0,565.0,427.0
1960.0,-3522.0,-3800.0,-1696.0,1764.0,676.0,-569.0,576.0,467.0
1700.0,-3138.0,-3404.0,-1714.0,1438.0,392.0,-571.0,543.0,439.0
1482.0,-2996.0,-2816.0,-1548.0,1863.0,702.0,-554.0,586.0,470.0
1260.0,-2791.0,-2346.0,-1546.0,1893.0,848.0,-554.0,589.0,484.0
1132.0,-2662.0,-1949.0,-1731.0,2196.0,833.0,-573.0,619.0,483.0
976.0,-2749.0,-1514.0,-1804.0,2644.0,866.0,-580.0,664.0,486.0
744.0,-3048.0,-984.0,-1648.0,3356.0,690.0,-564.0,735.0,469.0
-30.0,-3570.0,480.0,-1390.0,5670.0,-450.0,-539.0,967.0,355.0
-530.0,-3590.0,1400.0,-1330.0,6730.0,-890.0,-533.0,1073.0,311.0
-1070.0,-3340.0,2485.0,-1150.0,7610.0,-1329.0,-515.0,1161.0,268.0
-1680.0,-2694.0,3428.0,-1250.0,8289.0,-2324.0,-525.0,1228.0,168.0
-2395.0,-1925.0,4303.0,-1827.0,8745.0,-3331.0,-582.0,1274.0,67.0
-3042.0,-1067.0,5126.0,-2521.0,8874.0,-4024.0,-652.0,1287.0,-2.0
-3659.0,-144.0,5875.0,-3445.0,8783.0,-4577.0,-744.0,1278.0,-57.0
-4254.0,701.0,6511.0,-4513.0,8397.0,-5259.0,-851.0,1239.0,-125.0
-4907.0,1385.0,7036.0,-5759.0,7818.0,-6132.0,-975.0,1181.0,-213.0
-5793.0,1832.0,7334.0,-7147.0,7276.0,-6938.0,-1114.0,1127.0,-293.0
-7620.0,2046.0,7456.0,-10020.0,5460.0,-8532.0,-1402.0,946.0,-453.0
-8560.0,1918.0,7252.0,-11202.0,4220.0,-9623.0,-1520.0,822.0,-562.0
-9458.0,1751.0,6824.0,-11912.0,2563.0,-10782.0,-1591.0,656.0,-678.0
-10374.0,1693.0,6208.0,-11471.0,779.0,-11567.0,-1547.0,477.0,-756.0
