gyroX,gyroY,gyroZ,lowAccelX,lowAccelY,lowAccelZ,highAccelX,highAccelY,highAccelZ
-1904.0,304.0,-2808.0,-492.0,946.0,1262.0,-449.0,494.0,526.0
-175.0,1780.0,-2190.0,1335.0,-1260.0,345.0,-267.0,274.0,434.0
525.0,550.0,-1540.0,-1420.0,-4785.0,-1905.0,-542.0,-78.0,210.0
2050.0,-2740.0,-810.0,-1360.0,-6260.0,-8215.0,-536.0,-226.0,-421.0
4630.0,-4875.0,346.0,700.0,-4525.0,-13182.0,-330.0,-52.0,-918.0
6660.0,-4528.0,1084.0,1495.0,-2618.0,-9142.0,-251.0,139.0,-514.0
7740.0,-3402.0,1024.0,14.0,-2490.0,-2386.0,-399.0,151.0,162.0
8564.0,-2004.0,484.0,-1674.0,-2690.0,1830.0,-567.0,131.0,583.0
9326.0,-632.0,-194.0,-2624.0,-2330.0,2860.0,-662.0,167.0,686.0
9772.0,432.0,-842.0,-3146.0,-1682.0,2758.0,-714.0,232.0,675.0
9802.0,1178.0,-1461.0,-3376.0,-983.0,2922.0,-737.0,302.0,692.0
9174.0,1726.0,-2565.0,-4114.0,-263.0,3129.0,-811.0,374.0,712.0
8617.0,1878.0,-3114.0,-4720.0,89.0,2866.0,-872.0,408.0,686.0
7928.0,1960.0,-3434.0,-5208.0,432.0,2594.0,-920.0,443.0,659.0
7256.0,1882.0,-3618.0,-5556.0,786.0,2460.0,-955.0,478.0,646.0
6648.0,1692.0,-3706.0,-5698.0,1140.0,2496.0,-969.0,514.0,649.0
6090.0,1450.0,-3736.0,-5760.0,1282.0,2518.0,-976.0,528.0,651.0
5612.0,1088.0,-3830.0,-5786.0,1309.0,2601.0,-978.0,530.0,660.0
5187.0,560.0,-3984.0,-5817.0,1373.0,2358.0,-981.0,537.0,635.0
4871.0,-57.0,-4117.0,-5811.0,1659.0,1862.0,-981.0,565.0,586.0
4534.0,-795.0,-4157.0,-5387.0,1906.0,1315.0,-938.0,590.0,531.0
3700.0,-2250.0,-4120.0,-3860.0,2110.0,880.0,-786.0,611.0,488.0
3290.0,-2690.0,-4070.0,-3330.0,2130.0,870.0,-733.0,613.0,487.0
2890.0,-2970.0,-3894.0,-2820.0,2170.0,923.0,-682.0,617.0,492.0
2520.0,-3122.0,-3628.0,-2410.0,2160.0,859.0,-641.0,616.0,485.0
2171.0,-3134.0,-3304.0,-1936.0,2452.0,845.0,-593.0,645.0,484.0
1883.0,-3069.0,-2942.0,-1604.0,2677.0,800.0,-560.0,667.0,480.0
1613.0,-2958.0,-2560.0,-1348.0,2963.0,820.0,-534.0,696.0,482.0
1335.0,-2840.0,-2098.0,-1154.0,3416.0,970.0,-515.0,741.0,497.0
928.0,-2742.0,-1550.0,-1217.0,4182.0,684.0,-521.0,818.0,468.0
452.0,-2710.0,-816.0,-1478.0,5130.0,-178.0,-547.0,913.0,383.0
-928.0,-2528.0,1149.0,-1374.0,6542.0,-1885.0,-537.0,1054.0,212.0
-1834.0,-2124.0,2046.0,-1140.0,6814.0,-2130.0,-514.0,1081.0,187.0
-2569.0,-1526.0,2842.0,-1157.0,6927.0,-2184.0,-515.0,1092.0,182.0
-3136.0,-695.0,3579.0,-1470.0,7147.0,-2514.0,-547.0,1114.0,149.0
-3538.0,261.0,4324.0,-2115.0,7359.0,-3254.0,-611.0,1135.0,75.0
-3934.0,1192.0,5174.0,-2958.0,7323.0,-4226.0,-695.0,1132.0,-22.0
-4447.0,2016.0,5890.0,-4075.0,7074.0,-5032.0,-807.0,1107.0,-103.0
-5112.0,2490.0,6504.0,-5458.0,6684.0,-5584.0,-945.0,1068.0,-158.0
-5758.0,2702.0,7000.0,-6788.0,6068.0,-5872.0,-1078.0,1006.0,-187.0
-6420.0,2710.0,7328.0,-8212.0,5306.0,-6116.0,-1221.0,930.0,-211.0
-7835.0,2365.0,7405.0,-10940.0,3490.0,-7670.0,-1494.0,749.0,-367.0
-8590.0,2280.0,7085.0,-11505.0,2100.0,-8500.0,-1550.0,610.0,-450.0
-9310.0,2350.0,6480.0,-11365.0,325.0,-8945.0,-1536.0,432.0,-494.0
-9865.0,2550.0,5530.0,-10635.0,-1595.0,-9174.0,-1463.0,241.0,-517.0
-10190.0,2835.0,4078.0,-9405.0,-3910.0,-9134.0,-1340.0,9.0,-513.0
-10236.0,3140.0,2482.0,-7824.0,-5912.0,-8854.0,-1182.0,-191.0,-485.0
-9924.0,3312.0,790.0,-6444.0,-7338.0,-8290.0,-1044.0,-333.0,-429.0
-9284.0,3282.0,-808.0,-5096.0,-7994.0,-7320.0,-909.0,-399.0,-332.0
-8446.0,3026.0,-2218.0,-4008.0,-7842.0,-6041.0,-800.0,-384.0,-204.0
-7574.0,2453.0,-3471.0,-3214.0,-6978.0,-5018.0,-721.0,-297.0,-101.0
-5984.0,973.0,-4736.0,-1950.0,-5261.0,-3674.0,-595.0,-126.0,33.0
-5339.0,205.0,-4914.0,-1534.0,-4638.0,-3218.0,-553.0,-63.0,79.0
-4709.0,-532.0,-4786.0,-1224.0,-4110.0,-2780.0,-522.0,-11.0,122.0
-3976.0,-1076.0,-4438.0,-1036.0,-3764.0,-2274.0,-503.0,24.0,173.0
-3232.0,-1548.0,-3936.0,-1050.0,-3396.0,-1666.0,-505.0,61.0,234.0
-2416.0,-2040.0,-3342.0,-1420.0,-2448.0,-676.0,-542.0,156.0,333.0
-1642.0,-2620.0,-2707.0,-1318.0,-871.0,80.0,-531.0,313.0,408.0
-1085.0,-3163.0,-2263.0,-442.0,-72.0,-598.0,-444.0,393.0,341.0
-833.0,-3480.0,-1977.0,235.0,522.0,-1328.0,-377.0,452.0,268.0
-729.0,-3555.0,-1815.0,768.0,976.0,-1814.0,-324.0,497.0,219.0
-750.0,-2610.0,-1420.0,1422.0,-310.0,-1420.0,-258.0,369.0,258.0
-460.0,-1560.0,-1160.0,1490.0,-840.0,-1370.0,-251.0,316.0,263.0
30.0,-320.0,-860.0,1400.0,-1330.0,-1460.0,-260.0,267.0,254.0
680.0,970.0,-487.0,1110.0,-1440.0,-1640.0,-289.0,256.0,236.0
1380.0,2206.0,-160.0,830.0,-1253.0,-1825.0,-317.0,275.0,218.0
2086.0,3030.0,135.0,545.0,-1086.0,-1853.0,-346.0,292.0,215.0
2631.0,3487.0,380.0,379.0,-938.0,-1672.0,-363.0,307.0,233.0
3023.0,3518.0,583.0,63.0,-708.0,-1411.0,-394.0,330.0,259.0
3231.0,3167.0,846.0,-297.0,-346.0,-1348.0,-429.0,366.0,266.0
3204.0,2440.0,1146.0,-592.0,34.0,-1418.0,-459.0,403.0,259.0
2658.0,770.0,1994.0,-1082.0,874.0,-1332.0,-508.0,487.0,267.0
2238.0,-60.0,2496.0,-1046.0,1202.0,-1142.0,-504.0,520.0,286.0
1729.0,-828.0,2886.0,-828.0,1459.0,-885.0,-482.0,545.0,312.0
1253.0,-1316.0,3176.0,-654.0,1789.0,-656.0,-465.0,578.0,335.0
769.0,-1552.0,3396.0,-628.0,2098.0,-488.0,-462.0,609.0,352.0
314.0,-1508.0,3631.0,-579.0,2313.0,-374.0,-457.0,631.0,363.0
-97.0,-1190.0,3956.0,-602.0,2586.0,-318.0,-460.0,658.0,369.0
-514.0,-568.0,4304.0,-875.0,2996.0,-126.0,-487.0,699.0,388.0
-870.0,192.0,4648.0,-1240.0,3330.0,158.0,-524.0,733.0,415.0
-1232.0,1092.0,4936.0,-1596.0,3742.0,336.0,-559.0,774.0,433.0
-2150.0,2920.0,5170.0,-2330.0,4475.0,440.0,-633.0,847.0,444.0
-2680.0,3590.0,5070.0,-2600.0,4630.0,295.0,-660.0,863.0,429.0
-3245.0,4065.0,4865.0,-2910.0,4640.0,230.0,-691.0,864.0,423.0
-3795.0,4335.0,4595.0,-3250.0,4535.0,408.0,-725.0,853.0,440.0
-4290.0,4438.0,4282.0,-3525.0,4298.0,676.0,-752.0,829.0,467.0
-4742.0,4384.0,4020.0,-3870.0,3980.0,942.0,-787.0,798.0,494.0
-5058.0,4148.0,3776.0,-4180.0,3864.0,1206.0,-818.0,786.0,520.0
-5320.0,3756.0,3512.0,-4202.0,3826.0,968.0,-820.0,782.0,496.0
-5564.0,3424.0,3155.0,-3988.0,3670.0,502.0,-798.0,767.0,450.0
-5786.0,3054.0,2798.0,-4294.0,3611.0,561.0,-829.0,761.0,456.0
-5994.0,2409.0,2070.0,-4321.0,3475.0,-252.0,-832.0,747.0,375.0
-5818.0,3024.0,1430.0,-5660.0,3988.0,-1594.0,-966.0,798.0,241.0
-5612.0,5170.0,716.0,-8315.0,4448.0,-1502.0,-1231.0,844.0,250.0
-5748.0,5318.0,338.0,-7978.0,4722.0,-642.0,-1197.0,872.0,336.0
-5710.0,3600.0,-24.0,-7424.0,4506.0,-2034.0,-1142.0,850.0,197.0
-5410.0,2438.0,-868.0,-9432.0,4360.0,-3750.0,-1343.0,836.0,25.0
-5044.0,1290.0,-1798.0,-11078.0,3818.0,-5007.0,-1507.0,781.0,-100.0
-4502.0,213.0,-2348.0,-12431.0,2464.0,-7342.0,-1643.0,646.0,-334.0
-3901.0,-339.0,-2823.0,-12109.0,457.0,-9966.0,-1610.0,445.0,-596.0
-3165.0,-741.0,-3455.0,-11412.0,-1640.0,-13065.0,-1541.0,236.0,-906.0
-700.0,-970.0,-5210.0,-9730.0,-4330.0,-19730.0,-1373.0,-33.0,-1573.0
1060.0,-1210.0,-6070.0,-7720.0,-3910.0,-21840.0,-1172.0,9.0,-1784.0
3260.0,-1640.0,-7026.0,-5730.0,-1860.0,-24405.0,-973.0,214.0,-2040.0
5660.0,-2163.0,-7760.0,-3860.0,1674.0,-26881.0,-786.0,567.0,-2288.0
8339.0,-2466.0,-8227.0,-1593.0,5425.0,-28632.0,-559.0,942.0,-2463.0
10712.0,-2511.0,-8364.0,111.0,9270.0,-29835.0,-389.0,1327.0,-2583.0
12902.0,-2399.0,-8173.0,1112.0,13002.0,-30849.0,-289.0,1700.0,-2684.0
14785.0,-2094.0,-7620.0,1055.0,16092.0,-31544.0,-295.0,2009.0,-2754.0
16290.0,-1836.0,-6962.0,219.0,19118.0,-31848.0,-379.0,2311.0,-2784.0
17398.0,-1772.0,-6298.0,-1644.0,21394.0,-31830.0,-564.0,2539.0,-2783.0
16474.0,-2322.0,-4700.0,5764.0,32036.0,-7427.0,176.0,3603.0,-342.0
7746.0,-1306.0,-1046.0,31328.0,29962.0,32205.0,2732.0,3396.0,3620.0
-2449.0,1961.0,77.0,15807.0,21920.0,21907.0,1180.0,2592.0,2590.0
-1985.0,2013.0,-459.0,-5358.0,14812.0,-366.0,-935.0,1881.0,364.0
-1394.0,1.0,-1487.0,-2016.0,6150.0,-2435.0,-601.0,1015.0,157.0
-321.0,-947.0,-2644.0,-3255.0,3125.0,-898.0,-725.0,712.0,311.0
1184.0,-449.0,-3018.0,-449.0,-2458.0,-4466.0,-444.0,155.0,-46.0
3956.0,-1700.0,-2948.0,1750.0,-3520.0,-12282.0,-225.0,48.0,-828.0
7510.0,-1560.0,-2172.0,2984.0,-1854.0,-15740.0,-102.0,215.0,-1174.0
9802.0,660.0,-1150.0,398.0,-1512.0,-9766.0,-361.0,249.0,-576.0
11365.0,2030.0,-510.0,-3662.0,-1080.0,4040.0,-766.0,292.0,804.0
11485.0,1905.0,-1070.0,-4215.0,-390.0,5065.0,-821.0,361.0,906.0
11130.0,1820.0,-1560.0,-4025.0,160.0,4125.0,-802.0,416.0,812.0
10520.0,1845.0,-1930.0,-4530.0,690.0,3605.0,-853.0,469.0,760.0
9795.0,2105.0,-2322.0,-5150.0,1300.0,3950.0,-915.0,530.0,795.0
8955.0,2544.0,-2668.0,-5705.0,1596.0,4826.0,-970.0,559.0,882.0
8060.0,3056.0,-2956.0,-6492.0,1904.0,5186.0,-1049.0,590.0,918.0
7328.0,3562.0,-3210.0,-7152.0,2338.0,4726.0,-1115.0,633.0,872.0
6566.0,3858.0,-3466.0,-7424.0,2684.0,3938.0,-1142.0,668.0,793.0
5752.0,3870.0,-3756.0,-7356.0,2812.0,3218.0,-1135.0,681.0,721.0
4178.0,3070.0,-4375.0,-6852.0,2486.0,2723.0,-1085.0,648.0,672.0
3630.0,2351.0,-4569.0,-6435.0,2392.0,2352.0,-1043.0,639.0,635.0
3186.0,1532.0,-4684.0,-5845.0,2506.0,1828.0,-984.0,650.0,582.0
2738.0,632.0,-4708.0,-5279.0,2672.0,1178.0,-927.0,667.0,517.0
2240.0,-154.0,-4654.0,-4816.0,2900.0,568.0,-881.0,690.0,456.0
1806.0,-862.0,-4504.0,-4316.0,3102.0,354.0,-831.0,710.0,435.0
1472.0,-1456.0,-4286.0,-3818.0,3292.0,170.0,-781.0,729.0,417.0
1266.0,-1954.0,-4006.0,-3264.0,3578.0,76.0,-726.0,757.0,407.0
1174.0,-2401.0,-3728.0,-2782.0,3802.0,-83.0,-678.0,780.0,392.0
1142.0,-2701.0,-3385.0,-2411.0,3982.0,-325.0,-641.0,798.0,368.0
833.0,-3087.0,-2210.0,-912.0,4145.0,-520.0,-491.0,814.0,348.0
432.0,-2930.0,-1270.0,-757.0,4080.0,-100.0,-475.0,808.0,390.0
-110.0,-2850.0,-250.0,-1080.0,4230.0,-230.0,-508.0,823.0,377.0
-570.0,-3260.0,700.0,-1340.0,4320.0,-650.0,-534.0,832.0,335.0
-1020.0,-3590.0,1580.0,-1490.0,4610.0,-1076.0,-549.0,861.0,293.0
-1440.0,-3720.0,2516.0,-1770.0,4995.0,-1542.0,-577.0,899.0,246.0
-1968.0,-3713.0,3481.0,-1842.0,5235.0,-2048.0,-584.0,923.0,196.0
-2556.0,-3524.0,4488.0,-1876.0,5371.0,-2418.0,-587.0,937.0,159.0
-3218.0,-3139.0,5461.0,-2061.0,5389.0,-2709.0,-606.0,938.0,130.0
-3899.0,-2508.0,6444.0,-2518.0,5477.0,-3214.0,-651.0,947.0,79.0
-5450.0,-700.0,7892.0,-4774.0,5416.0,-4900.0,-877.0,941.0,-90.0
-6314.0,112.0,8284.0,-6118.0,5072.0,-5758.0,-1011.0,907.0,-175.0
-7236.0,744.0,8340.0,-7524.0,4330.0,-6800.0,-1152.0,833.0,-280.0
-8142.0,1244.0,8015.0,-8734.0,3050.0,-7858.0,-1273.0,705.0,-385.0
-8976.0,1667.0,7345.0,-9531.0,1859.0,-8716.0,-1353.0,585.0,-471.0
-9521.0,1921.0,6305.0,-9454.0,671.0,-9174.0,-1345.0,467.0,-517.0
-9801.0,2061.0,4977.0,-8950.0,-529.0,-9155.0,-1295.0,348.0,-515.0
-9796.0,2095.0,3446.0,-8199.0,-1686.0,-8869.0,-1219.0,232.0,-486.0
-9565.0,2012.0,1887.0,-7278.0,-2873.0,-8370.0,-1127.0,113.0,-437.0
-9182.0,1819.0,286.0,-6211.0,-3970.0,-7706.0,-1021.0,3.0,-370.0
-8136.0,1168.0,-2052.0,-4056.0,-4676.0,-6222.0,-805.0,-67.0,-222.0
-7600.0,788.0,-2828.0,-3350.0,-4598.0,-5475.0,-735.0,-59.0,-147.0
-7136.0,424.0,-3390.0,-2670.0,-4305.0,-4940.0,-667.0,-30.0,-94.0
-6680.0,60.0,-3665.0,-2072.0,-4115.0,-4505.0,-607.0,-11.0,-50.0
-6240.0,-225.0,-3750.0,-1515.0,-3980.0,-4130.0,-551.0,2.0,-13.0
-5740.0,-430.0,-3695.0,-1065.0,-3915.0,-3830.0,-506.0,9.0,17.0
-5150.0,-540.0,-3545.0,-705.0,-3870.0,-3444.0,-470.0,13.0,56.0
-4460.0,-575.0,-3300.0,-490.0,-3850.0,-2974.0,-449.0,15.0,103.0
-3586.0,-592.0,-3014.0,-442.0,-3802.0,-2416.0,-444.0,20.0,159.0
-2698.0,-678.0,-2674.0,-756.0,-3326.0,-1616.0,-475.0,68.0,239.0
-989.0,-1432.0,-1991.0,-836.0,-1240.0,-362.0,-483.0,276.0,364.0
-555.0,-1899.0,-1826.0,-213.0,-626.0,-976.0,-421.0,338.0,303.0
-345.0,-2257.0,-1783.0,327.0,-132.0,-1509.0,-368.0,387.0,250.0
-335.0,-2371.0,-1766.0,662.0,-175.0,-1636.0,-334.0,383.0,237.0
-371.0,-2163.0,-1648.0,950.0,-677.0,-1422.0,-305.0,333.0,258.0
-254.0,-1494.0,-1396.0,1187.0,-1364.0,-1178.0,-282.0,264.0,283.0
112.0,-550.0,-1036.0,1162.0,-1794.0,-1090.0,-284.0,221.0,291.0
654.0,538.0,-608.0,884.0,-1734.0,-1104.0,-312.0,227.0,290.0
1250.0,1624.0,-160.0,660.0,-1412.0,-1238.0,-334.0,259.0,277.0
1786.0,2560.0,308.0,556.0,-1061.0,-1423.0,-345.0,294.0,258.0
2514.0,3465.0,932.0,-278.0,-539.0,-1402.0,-427.0,347.0,260.0
2621.0,3246.0,1212.0,-979.0,-96.0,-1327.0,-497.0,391.0,268.0
2549.0,2653.0,1590.0,-1500.0,580.0,-1300.0,-550.0,458.0,270.0
2280.0,1710.0,2010.0,-1780.0,1130.0,-1300.0,-578.0,513.0,270.0
1870.0,680.0,2430.0,-1730.0,1580.0,-1220.0,-573.0,558.0,278.0
1380.0,-330.0,2770.0,-1410.0,1860.0,-1065.0,-541.0,586.0,294.0
890.0,-1220.0,2970.0,-1090.0,2071.0,-814.0,-509.0,607.0,319.0
393.0,-1868.0,3071.0,-841.0,2187.0,-560.0,-484.0,618.0,344.0
35.0,-2115.0,3190.0,-754.0,2361.0,-374.0,-475.0,636.0,363.0
-213.0,-2033.0,3400.0,-689.0,2570.0,-317.0,-468.0,657.0,369.0
-698.0,-960.0,4086.0,-472.0,2970.0,-144.0,-447.0,697.0,386.0
-954.0,-200.0,4410.0,-634.0,3132.0,104.0,-463.0,713.0,410.0
-1280.0,582.0,4710.0,-990.0,3466.0,434.0,-499.0,746.0,443.0
-1632.0,1274.0,4994.0,-1294.0,3540.0,817.0,-529.0,754.0,481.0
-2000.0,1870.0,5206.0,-1618.0,3839.0,1059.0,-561.0,783.0,505.0
-2464.0,2396.0,5299.0,-1983.0,4142.0,1138.0,-598.0,814.0,513.0
-2962.0,2783.0,5305.0,-2344.0,4361.0,1083.0,-634.0,836.0,508.0
-3490.0,3072.0,5237.0,-2872.0,4432.0,1131.0,-687.0,843.0,513.0
-3951.0,3297.0,5121.0,-3902.0,4212.0,1786.0,-790.0,821.0,578.0
-4276.0,3366.0,4934.0,-5149.0,4216.0,2220.0,-914.0,821.0,622.0
-4586.0,3656.0,4190.0,-7074.0,4496.0,1762.0,-1107.0,849.0,576.0
-4684.0,3974.0,3521.0,-6954.0,4004.0,945.0,-1095.0,800.0,494.0
-4734.0,4960.0,2460.0,-6406.0,4210.0,-1075.0,-1040.0,821.0,293.0
-4775.0,6855.0,1140.0,-9340.0,4410.0,-2615.0,-1334.0,841.0,139.0
-4990.0,7965.0,655.0,-9975.0,3915.0,-2290.0,-1397.0,791.0,171.0
-5075.0,7050.0,760.0,-8880.0,3415.0,-3060.0,-1288.0,741.0,94.0
-4885.0,5280.0,420.0,-9225.0,2730.0,-5578.0,-1322.0,673.0,-157.0
-4525.0,3210.0,-280.0,-11265.0,2050.0,-7602.0,-1526.0,605.0,-360.0
-3912.0,816.0,-756.0,-12616.0,636.0,-10240.0,-1661.0,463.0,-624.0
-3150.0,-1240.0,-1110.0,-12020.0,-1674.0,-13152.0,-1602.0,233.0,-915.0
-1046.0,-4574.0,-2801.0,-10274.0,-5032.0,-18985.0,-1427.0,-103.0,-1498.0
444.0,-5521.0,-4078.0,-8461.0,-4999.0,-21438.0,-1246.0,-99.0,-1743.0
1955.0,-5952.0,-5530.0,-6265.0,-3794.0,-23978.0,-1026.0,21.0,-1997.0
3687.0,-5785.0,-6953.0,-3833.0,-1269.0,-26175.0,-783.0,274.0,-2217.0
5630.0,-5099.0,-8098.0,-1407.0,2004.0,-28006.0,-540.0,600.0,-2400.0
7833.0,-4087.0,-8866.0,563.0,6102.0,-29310.0,-344.0,1010.0,-2531.0
10504.0,-2960.0,-9028.0,2164.0,10182.0,-30624.0,-184.0,1418.0,-2662.0
12856.0,-2264.0,-8688.0,2974.0,13826.0,-31754.0,-103.0,1782.0,-2775.0
14848.0,-1988.0,-7968.0,3462.0,17186.0,-32514.0,-54.0,2118.0,-2851.0
16294.0,-2046.0,-7018.0,3062.0,19698.0,-32722.0,-94.0,2369.0,-2872.0
17725.0,-2604.0,-4926.0,23978.0,31660.0,-1088.0,1997.0,3566.0,292.0
5781.0,268.0,-1121.0,29827.0,32740.0,29726.0,2582.0,3674.0,3372.0
-2714.0,779.0,-1331.0,14747.0,30121.0,12006.0,1074.0,3412.0,1600.0
-3699.0,2456.0,50.0,-3611.0,17021.0,-2350.0,-761.0,2102.0,165.0
-2600.0,1220.0,-960.0,-8295.0,2830.0,4760.0,-1229.0,683.0,876.0
-1930.0,-150.0,-2290.0,-4200.0,2720.0,6150.0,-820.0,672.0,1015.0
-1060.0,390.0,-2630.0,2410.0,-920.0,-1950.0,-159.0,308.0,205.0
-280.0,2080.0,-1797.0,4590.0,398.0,464.0,59.0,439.0,446.0
35.0,3047.0,-799.0,830.0,-947.0,371.0,-317.0,306.0,437.0
961.0,715.0,-5.0,335.0,-3313.0,-9924.0,-367.0,69.0,-592.0
6579.0,-1956.0,2758.0,90.0,-2590.0,-13504.0,-391.0,141.0,-950.0
7312.0,-1108.0,3422.0,-1234.0,-2732.0,-6418.0,-523.0,127.0,-241.0
7980.0,-676.0,3418.0,-3252.0,-3474.0,120.0,-725.0,53.0,412.0
9078.0,-340.0,2686.0,-4694.0,-2760.0,2810.0,-869.0,124.0,681.0
10036.0,6.0,1626.0,-5330.0,-1984.0,2311.0,-933.0,202.0,631.0
10402.0,102.0,380.0,-5420.0,-666.0,1695.0,-942.0,334.0,569.0
10469.0,106.0,-508.0,-5592.0,230.0,1600.0,-959.0,423.0,560.0
10312.0,217.0,-1383.0,-5903.0,852.0,2172.0,-990.0,485.0,617.0
9925.0,307.0,-2236.0,-5889.0,1232.0,2807.0,-988.0,523.0,680.0
9469.0,421.0,-2951.0,-5930.0,1475.0,3288.0,-993.0,547.0,728.0
8282.0,576.0,-3814.0,-6304.0,1636.0,3474.0,-1030.0,563.0,747.0
7540.0,448.0,-4190.0,-6326.0,1846.0,3058.0,-1032.0,584.0,705.0
6658.0,170.0,-4558.0,-6254.0,2070.0,2695.0,-1025.0,607.0,669.0
5728.0,-270.0,-4835.0,-5846.0,2255.0,2650.0,-984.0,625.0,665.0
4730.0,-700.0,-4945.0,-4995.0,2325.0,2660.0,-899.0,632.0,666.0
3895.0,-1025.0,-4955.0,-4190.0,2380.0,2570.0,-819.0,638.0,657.0
3155.0,-1195.0,-4885.0,-3515.0,2465.0,2310.0,-751.0,646.0,631.0
2515.0,-1250.0,-4720.0,-2675.0,2585.0,2066.0,-667.0,658.0,606.0
1970.0,-1296.0,-4406.0,-1250.0,3102.0,2352.0,-525.0,710.0,635.0
1420.0,-1506.0,-3928.0,-400.0,3432.0,2172.0,-440.0,743.0,617.0
704.0,-2942.0,-2434.0,-1188.0,3582.0,765.0,-518.0,758.0,476.0
492.0,-3905.0,-1626.0,-1280.0,3580.0,200.0,-528.0,758.0,420.0
287.0,-4279.0,-764.0,-950.0,3890.0,-179.0,-495.0,789.0,383.0
69.0,-4127.0,60.0,-524.0,4682.0,-780.0,-452.0,868.0,322.0
-210.0,-3655.0,846.0,-317.0,5887.0,-1487.0,-431.0,988.0,252.0
-552.0,-2986.0,1864.0,-402.0,6735.0,-2100.0,-440.0,1073.0,190.0
-933.0,-2050.0,2940.0,-513.0,7202.0,-2720.0,-451.0,1120.0,128.0
-1410.0,-1134.0,4008.0,-852.0,7630.0,-3362.0,-485.0,1163.0,64.0
-1932.0,-294.0,4972.0,-1578.0,8008.0,-3850.0,-557.0,1200.0,15.0
-2584.0,414.0,5808.0,-2596.0,7968.0,-4148.0,-659.0,1196.0,-14.0
-4068.0,1413.0,7035.0,-5070.0,7291.0,-4997.0,-907.0,1129.0,-99.0
-4833.0,1747.0,7287.0,-6450.0,6719.0,-5581.0,-1045.0,1071.0,-158.0
-5648.0,2023.0,7319.0,-7976.0,6111.0,-5973.0,-1197.0,1011.0,-197.0
-6477.0,2284.0,7176.0,-9282.0,4844.0,-6400.0,-1328.0,884.0,-240.0
-7262.0,2535.0,6800.0,-10481.0,3390.0,-6970.0,-1448.0,739.0,-297.0
-8040.0,2830.0,6190.0,-11050.0,1930.0,-7790.0,-1505.0,593.0,-379.0
-8690.0,3220.0,5350.0,-10810.0,200.0,-8360.0,-1481.0,420.0,-436.0
-9170.0,3640.0,4220.0,-9990.0,-1600.0,-8283.0,-1399.0,240.0,-428.0
-9330.0,4000.0,2567.0,-8270.0,-3405.0,-7826.0,-1227.0,60.0,-382.0
-9193.0,4296.0,837.0,-6509.0,-5057.0,-7506.0,-1050.0,-105.0,-350.0
-8111.0,4335.0,-2469.0,-4412.0,-7008.0,-6354.0,-841.0,-300.0,-235.0
-7321.0,4008.0,-3944.0,-3471.0,-6778.0,-5256.0,-747.0,-277.0,-125.0
-6464.0,3470.0,-5002.0,-2884.0,-6092.0,-4340.0,-688.0,-209.0,-34.0
-5758.0,2738.0,-5736.0,-2620.0,-5100.0,-3678.0,-662.0,-110.0,33.0
-5178.0,1866.0,-6098.0,-2392.0,-4140.0,-3186.0,-639.0,-14.0,82.0
-4732.0,952.0,-6132.0,-2052.0,-3382.0,-2727.0,-605.0,62.0,128.0
-4338.0,84.0,-5863.0,-1718.0,-2784.0,-2320.0,-571.0,122.0,168.0
-3863.0,-735.0,-5428.0,-1404.0,-2376.0,-1905.0,-540.0,163.0,210.0
-3352.0,-1355.0,-4858.0,-1199.0,-2032.0,-1464.0,-519.0,197.0,254.0
-2768.0,-1896.0,-4209.0,-1149.0,-1661.0,-963.0,-514.0,234.0,304.0
-1530.0,-3020.0,-2956.0,-724.0,-44.0,-364.0,-472.0,396.0,364.0
-1234.0,-3428.0,-2548.0,100.0,584.0,-1114.0,-390.0,458.0,289.0
-1210.0,-3586.0,-2254.0,828.0,1104.0,-1764.0,-318.0,510.0,224.0
-1416.0,-3408.0,-1998.0,1324.0,776.0,-2030.0,-268.0,477.0,197.0
-1602.0,-2758.0,-1640.0,1678.0,-400.0,-2035.0,-233.0,360.0,197.0
-1440.0,-1460.0,-1240.0,2042.0,-1380.0,-2015.0,-196.0,262.0,199.0
-905.0,125.0,-825.0,2195.0,-2080.0,-1985.0,-181.0,192.0,202.0
-60.0,1915.0,-440.0,2020.0,-2245.0,-1975.0,-198.0,176.0,203.0
970.0,3605.0,-110.0,1665.0,-2015.0,-2030.0,-234.0,199.0,197.0
2005.0,4885.0,165.0,1195.0,-1735.0,-1878.0,-281.0,227.0,213.0
3474.0,5394.0,604.0,-394.0,-1126.0,-1376.0,-439.0,288.0,263.0
3678.0,4574.0,818.0,-968.0,-808.0,-1428.0,-496.0,320.0,258.0
3608.0,3322.0,1078.0,-1368.0,-450.0,-1516.0,-536.0,355.0,249.0
3318.0,1870.0,1393.0,-1664.0,-65.0,-1519.0,-566.0,394.0,249.0
2820.0,269.0,1662.0,-1697.0,278.0,-1419.0,-569.0,427.0,259.0
2278.0,-979.0,1859.0,-1446.0,576.0,-1240.0,-544.0,457.0,276.0
1704.0,-1876.0,1973.0,-1126.0,828.0,-1117.0,-512.0,482.0,289.0
1089.0,-2334.0,2000.0,-1807.0,1887.0,-498.0,-580.0,588.0,351.0
-178.0,-2199.0,1528.0,-2091.0,2086.0,1610.0,-609.0,608.0,561.0
-2232.0,-428.0,970.0,-4446.0,1974.0,3188.0,-844.0,597.0,718.0
-4664.0,364.0,1170.0,-3386.0,-488.0,1954.0,-738.0,352.0,595.0
-4088.0,34.0,1849.0,106.0,2487.0,493.0,-390.0,648.0,449.0
