end_mvt,exercise,gyroX_max,gyroX_mean,gyroX_min,gyroX_std,gyroY_max,gyroY_mean,gyroY_min,gyroY_std,gyroZ_max,gyroZ_mean,gyroZ_min,gyroZ_std,highAccelX_max,highAccelX_mean,highAccelX_min,highAccelX_std,highAccelY_max,highAccelY_mean,highAccelY_min,highAccelY_std,highAccelZ_max,highAccelZ_mean,highAccelZ_min,highAccelZ_std,lowAccelX_max,lowAccelX_mean,lowAccelX_min,lowAccelX_std,lowAccelY_max,lowAccelY_mean,lowAccelY_min,lowAccelY_std,lowAccelZ_max,lowAccelZ_mean,lowAccelZ_min,lowAccelZ_std,start_mvt
801.0,burpees_normal_speed_10_TM01R_1534060644190.txt,1206.0,-1381.9142857142858,-4994.0,1603.6637267057104,7320.0,741.552380952381,-6830.0,2718.5330142622324,3421.0,-157.15238095238095,-5204.0,2159.809677249686,200.0,-435.3904761904762,-1013.0,188.63153415496487,1741.0,210.64761904761906,-1154.0,300.59479437097775,976.0,433.8666666666667,83.0,188.47260904167044,6000.0,-354.1714285714286,-6137.0,1888.6890012404353,13411.0,-1896.3142857142857,-15546.0,3007.4888717560143,5764.0,338.93333333333334,-3176.0,1887.8562438480049,696.0
826.0,burpees_normal_speed_10_TM01R_1534060644190.txt,271.0,-1481.3333333333333,-4994.0,1495.916098703057,7320.0,737.5714285714286,-6830.0,2597.2278189266713,3421.0,-307.5809523809524,-5204.0,2001.7633465990796,200.0,-434.18095238095236,-1013.0,188.67711435108785,1741.0,179.82857142857142,-1154.0,292.0599074855013,976.0,453.9142857142857,83.0,173.8072603094121,6000.0,-341.9047619047619,-6137.0,1889.1754129361548,13411.0,-2204.695238095238,-15546.0,2922.1835030432085,5764.0,540.0,-3176.0,1740.906605103303,721.0
1068.0,burpees_normal_speed_10_TM01R_1534060644190.txt,316.0,-1648.7714285714285,-5100.0,1470.9210435925909,5660.0,611.6761904761905,-8590.0,2462.6171877435527,2308.0,-464.95238095238096,-5460.0,1779.0277940328508,351.0,-400.26666666666665,-855.0,153.6659880957263,571.0,182.38095238095238,-726.0,207.50710742935925,1446.0,464.9904761904762,-181.0,197.93902009875586,7510.0,-2.6952380952380954,-4550.0,1538.2059675267155,1718.0,-2178.457142857143,-11260.0,2076.1983890152333,10462.0,649.7047619047619,-5810.0,1981.1417644485948,963.0
1070.0,burpees_normal_speed_10_TM01R_1534060644190.txt,428.0,-1619.3714285714286,-5100.0,1496.338243700414,5660.0,604.3904761904762,-8590.0,2464.0944213272587,2308.0,-499.76190476190476,-5460.0,1748.345726480901,351.0,-398.9809523809524,-855.0,153.28687164370933,571.0,181.7047619047619,-726.0,207.4077609541873,1446.0,464.51428571428573,-181.0,198.10715409973085,7510.0,10.247619047619047,-4550.0,1534.3511205627483,1718.0,-2185.1619047619047,-11260.0,2075.221100934926,10462.0,644.8380952380952,-5810.0,1982.8525495230813,965.0
1071.0,burpees_normal_speed_10_TM01R_1534060644190.txt,475.0,-1604.0285714285715,-5100.0,1509.5432094176374,5660.0,599.4,-8590.0,2464.9078840644484,2308.0,-521.1333333333333,-5460.0,1727.7320620411974,351.0,-398.6857142857143,-855.0,153.22139049589163,571.0,181.34285714285716,-726.0,207.34172965696717,1446.0,464.5904761904762,-181.0,198.08208745356905,7510.0,13.228571428571428,-4550.0,1533.6777144720243,1718.0,-2188.8190476190475,-11260.0,2074.5573567768083,10462.0,645.7047619047619,-5810.0,1982.5675608034605,966.0
1289.0,burpees_normal_speed_10_TM01R_1534060644190.txt,1110.0,-1518.3904761904762,-6007.0,1811.8382690985318,7763.0,340.23809523809524,-5280.0,2828.078803996049,2940.0,-265.0,-6132.0,2026.4157633994673,-81.0,-404.44761904761907,-926.0,149.7312323511429,602.0,209.88571428571427,-181.0,188.20586694268687,917.0,441.6952380952381,125.0,192.6176525484102,3194.0,-44.12380952380953,-5262.0,1499.9576897573716,2026.0,-1903.8,-5810.0,1883.1033377829351,5170.0,416.6952380952381,-2756.0,1928.9844285161753,1184.0
1290.0,burpees_normal_speed_10_TM01R_1534060644190.txt,1110.0,-1532.5809523809523,-6007.0,1798.2619160913318,7763.0,347.87619047619046,-5280.0,2825.860909307919,2940.0,-231.41904761904763,-6132.0,2006.5627747131334,-81.0,-404.04761904761904,-926.0,149.72650585910483,602.0,210.6,-181.0,188.01133353726723,917.0,444.1333333333333,127.0,190.17517565628125,3194.0,-40.076190476190476,-5262.0,1499.9157328589015,2026.0,-1896.6095238095238,-5810.0,1881.138911850386,5170.0,441.0952380952381,-2737.0,1904.515022679454,1185.0
1754.0,burpees_normal_speed_10_TM01R_1534060644190.txt,3304.0,-148.59047619047618,-7178.0,2781.7368906412735,8385.0,-654.7809523809524,-6714.0,3267.601763999897,5098.0,433.3142857142857,-4954.0,2842.6911995579044,-260.0,-467.55238095238093,-878.0,156.2711512423925,695.0,287.4,-236.0,208.95005844238696,852.0,424.2761904761905,162.0,199.84963074377922,1400.0,-676.0666666666667,-4788.0,1564.926806267424,2951.0,-1128.2190476190476,-6369.0,2091.118328794025,4526.0,241.52380952380952,-2386.0,2001.6772683044803,1649.0
1755.0,burpees_normal_speed_10_TM01R_1534060644190.txt,3304.0,-220.72380952380954,-7178.0,2804.897624263804,8385.0,-713.4571428571429,-6714.0,3251.9434190264524,5098.0,411.4095238095238,-4954.0,2849.9665372368786,-260.0,-467.0190476190476,-878.0,156.46153256363422,695.0,284.2761904761905,-236.0,213.92960269309367,918.0,431.4190476190476,162.0,203.96256165477172,1400.0,-670.6666666666666,-4788.0,1566.8586693584045,2951.0,-1159.4571428571428,-6369.0,2140.961304704445,5186.0,313.0857142857143,-2386.0,2042.8244781066358,1650.0
1756.0,burpees_normal_speed_10_TM01R_1534060644190.txt,3304.0,-275.6190476190476,-7178.0,2823.092900801668,8385.0,-740.2,-6714.0,3242.3410150217555,5098.0,377.81904761904764,-4954.0,2846.2408872221686,-260.0,-461.1904761904762,-832.0,152.3494903703889,695.0,283.3809523809524,-236.0,215.41093916192537,918.0,437.4952380952381,162.0,207.73374803642304,1400.0,-612.2476190476191,-4326.0,1525.680685294224,2951.0,-1168.4,-6369.0,2155.748730362966,5186.0,373.87619047619046,-2386.0,2080.54282254581,1651.0
1823.0,burpees_normal_speed_10_TM01R_1534060644190.txt,2860.0,-1742.4095238095238,-7178.0,2077.3661379406067,4582.0,436.34285714285716,-3625.0,1492.5669926246285,4180.0,-541.5904761904762,-4954.0,1430.715566631164,35.0,-421.752380952381,-831.0,124.80344399775045,1042.0,184.74285714285713,-1040.0,259.88244489544724,1831.0,446.55238095238093,-337.0,250.25986420858544,4352.0,-217.83809523809524,-4312.0,1249.8059858957918,6422.0,-2155.5142857142855,-14406.0,2600.2145034085675,14316.0,465.6857142857143,-7370.0,2504.4652327788067,1718.0
