exercise,gyroX_max,gyroX_mean,gyroX_min,gyroX_std,gyroY_max,gyroY_mean,gyroY_min,gyroY_std,gyroZ_max,gyroZ_mean,gyroZ_min,gyroZ_std,highAccelX_max,highAccelX_mean,highAccelX_min,highAccelX_std,highAccelY_max,highAccelY_mean,highAccelY_min,highAccelY_std,highAccelZ_max,highAccelZ_mean,highAccelZ_min,highAccelZ_std,length_exercise,length_mvt,lowAccelX_max,lowAccelX_mean,lowAccelX_min,lowAccelX_std,lowAccelY_max,lowAccelY_mean,lowAccelY_min,lowAccelY_std,lowAccelZ_max,lowAccelZ_mean,lowAccelZ_min,lowAccelZ_std
cross_shadowboxing_slow_20_T7R_1531551153638.txt,7203.0,69.57142857142857,-4316.0,2918.1843027814402,5591.0,-208.77551020408163,-9707.0,2779.621671388828,5178.0,6.673469387755102,-8298.0,3210.2939337631474,1322.0,-415.0204081632653,-862.0,398.0498550116931,2758.0,354.53061224489795,-94.0,577.4424972107907,1352.0,484.6326530612245,50.0,208.60346092901867,1560.0,49.0,17226.0,-151.59183673469389,-4626.0,3982.799235035409,23585.0,-455.9591836734694,-4946.0,5777.5961623296225,9528.0,848.4285714285714,-3504.0,2088.1147897086503
cross_shadowboxing_slow_20_T7R_1531551153638.txt,7203.0,66.85714285714286,-4316.0,2918.694821034452,5591.0,-215.3673469387755,-9707.0,2779.806690625249,5178.0,5.530612244897959,-8298.0,3209.935624367728,1322.0,-418.55102040816325,-862.0,396.8320940704692,2758.0,351.53061224489795,-94.0,578.6214976865568,1352.0,482.734693877551,50.0,207.96331562623848,1560.0,49.0,17226.0,-186.81632653061226,-4626.0,3970.6174985419952,23585.0,-486.0816326530612,-4946.0,5789.436644429573,9528.0,829.6122448979592,-3504.0,2081.7580692802912
cross_shadowboxing_slow_20_T7R_1531551153638.txt,6096.0,88.63265306122449,-4302.0,2551.746335795331,10134.0,-410.1020408163265,-13430.0,3795.1936338660526,4822.0,65.46938775510205,-7452.0,2892.1698104684365,727.0,-389.81632653061223,-763.0,341.78530502040485,2325.0,322.0816326530612,-59.0,509.62350632332385,1046.0,470.2244897959184,-49.0,189.48727588175527,1560.0,49.0,11270.0,99.79591836734694,-3635.0,3419.60275458271,19258.0,-780.2448979591836,-4595.0,5099.393716130266,6464.0,704.0816326530612,-4492.0,1896.7477081038687
cross_shadowboxing_slow_20_T7R_1531551153638.txt,6096.0,85.61224489795919,-4302.0,2552.588545773409,10134.0,-394.3469387755102,-13430.0,3796.626696550398,4822.0,63.91836734693877,-7452.0,2891.698245529308,727.0,-389.6938775510204,-763.0,341.7939927842521,2325.0,321.3469387755102,-59.0,510.03940007204375,1046.0,470.3673469387755,-49.0,189.51744575341334,1560.0,49.0,11270.0,101.10204081632654,-3635.0,3419.6988856531525,19258.0,-787.4897959183673,-4595.0,5103.495983647096,6464.0,705.4285714285714,-4492.0,1897.0349342241082
cross_shadowboxing_slow_20_T7R_1531551153638.txt,6172.0,-17.857142857142858,-4231.0,2574.1435792641146,6400.0,-267.7755102040816,-12284.0,3386.188505442034,4330.0,82.85714285714286,-6314.0,2649.0485320205066,602.0,-391.6530612244898,-726.0,280.444257014682,1927.0,311.16326530612247,-32.0,428.5804255008026,989.0,465.16326530612247,144.0,144.95794604797965,1560.0,49.0,10020.0,82.51020408163265,-3264.0,2806.5657403848645,15276.0,-890.1632653061224,-4325.0,4289.132742306124,5894.0,653.3469387755102,-2565.0,1451.6095456282944
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5464.0,68.26530612244898,-4275.0,2534.017781241138,10144.0,-279.7142857142857,-14304.0,3840.8584923599215,4024.0,-63.89795918367347,-6577.0,2620.816827543927,778.0,-382.265306122449,-671.0,298.01123968667997,1944.0,299.55102040816325,-61.0,437.3397831027424,1114.0,478.14285714285717,125.0,174.473732502441,1560.0,49.0,11786.0,176.0408163265306,-2710.0,2983.069517845556,15448.0,-1006.1020408163265,-4616.0,4376.546870559492,7144.0,782.9591836734694,-2755.0,1746.8181068157382
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5582.0,32.42857142857143,-4042.0,2643.146420461795,7696.0,-247.26530612244898,-12962.0,3589.623725496345,4055.0,16.0,-6010.0,2661.4469278946744,584.0,-386.85714285714283,-693.0,301.8361172336185,1807.0,323.8979591836735,-49.0,445.8715830117625,1093.0,479.1224489795918,196.0,167.2100266946061,1560.0,49.0,9840.0,129.69387755102042,-2936.0,3021.3147055826653,14071.0,-762.4489795918367,-4490.0,4461.550123281259,6937.0,792.5918367346939,-2048.0,1674.6963271785444
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5582.0,31.857142857142858,-4042.0,2643.3468368717718,7696.0,-242.48979591836735,-12962.0,3590.356848109768,4055.0,12.938775510204081,-6010.0,2660.170846707683,584.0,-387.9387755102041,-693.0,301.88038526343956,1807.0,321.0408163265306,-49.0,447.6764530692373,1093.0,478.2244897959184,196.0,167.11501345207867,1560.0,49.0,9840.0,118.71428571428571,-2936.0,3021.74205412485,14071.0,-790.9387755102041,-4490.0,4479.565917438147,6937.0,783.6530612244898,-2048.0,1673.7322883182912
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5412.0,226.53061224489795,-3730.0,2356.9319313997385,5709.0,88.9795918367347,-10329.0,2769.211564159523,4323.0,-70.6938775510204,-6340.0,2743.6410054591206,680.0,-406.8979591836735,-656.0,299.1485308963007,1898.0,324.83673469387753,-46.0,451.65272181450314,1111.0,468.44897959183675,180.0,160.0535146475091,1560.0,49.0,10801.0,-70.28571428571429,-2560.0,2993.4208622132196,14989.0,-752.795918367347,-4460.0,4519.026314648211,7112.0,685.6122448979592,-2200.0,1601.6485363567142
cross_shadowboxing_slow_20_T7R_1531551153638.txt,4789.0,63.10204081632653,-2930.0,2090.8862479510326,6096.0,-270.0204081632653,-10842.0,2852.4016670883084,4276.0,148.55102040816325,-7134.0,2863.037097073261,736.0,-383.16326530612247,-653.0,295.69377085499957,1819.0,303.3265306122449,-72.0,411.13057474456446,997.0,467.40816326530614,205.0,124.61890546237139,1560.0,49.0,11360.0,166.10204081632654,-2538.0,2959.553064828778,14196.0,-967.734693877551,-4720.0,4114.994936081889,5970.0,675.8163265306123,-1955.0,1247.3269197479428
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5210.0,282.14285714285717,-3696.0,2242.2168810502403,4367.0,-183.6530612244898,-12585.0,3126.270232181769,4826.0,223.6530612244898,-6540.0,2908.3850512427884,654.0,-387.2857142857143,-656.0,316.62971275608356,1935.0,326.3673469387755,-68.0,468.5422737009948,1156.0,479.51020408163265,251.0,145.4945764236849,1560.0,49.0,10546.0,125.36734693877551,-2562.0,3168.8115194151624,15358.0,-737.795918367347,-4688.0,4689.269208254415,7568.0,797.2857142857143,-1498.0,1456.8974597868353
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5210.0,295.3265306122449,-3696.0,2236.0155819723464,4367.0,-157.0,-12585.0,3135.2852209434895,4826.0,222.6122448979592,-6540.0,2908.0115329345363,654.0,-387.734693877551,-656.0,316.7982912089729,1935.0,328.40816326530614,-41.0,467.0040113303519,1156.0,479.7755102040816,251.0,145.5352570837107,1560.0,49.0,10546.0,120.87755102040816,-2562.0,3170.4934003023163,15358.0,-717.2244897959183,-4416.0,4673.76434323067,7568.0,799.9591836734694,-1498.0,1457.3186559452215
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5196.0,68.77551020408163,-3693.0,2275.980432192045,5983.0,87.83673469387755,-12110.0,3001.5906918036726,4295.0,69.42857142857143,-6614.0,2847.602485717883,852.0,-401.2040816326531,-689.0,328.7097237426864,1964.0,318.1020408163265,-66.0,459.6572656564326,1050.0,466.83673469387753,164.0,148.10122480626433,1560.0,49.0,12520.0,-14.612244897959183,-2890.0,3288.6434121605434,15642.0,-819.9591836734694,-4660.0,4598.967918453659,6506.0,670.6734693877551,-2361.0,1482.998319674187
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5288.0,63.36734693877551,-3282.0,2337.5685524161418,8736.0,-269.48979591836735,-12908.0,3616.081852424717,4366.0,-24.244897959183675,-7468.0,2996.569952536095,652.0,-401.9591836734694,-711.0,331.1369278198769,1932.0,314.55102040816325,-66.0,438.557724308922,1195.0,471.3469387755102,74.0,173.7705085043211,1560.0,49.0,10528.0,-20.73469387755102,-3116.0,3314.266646984356,15326.0,-856.0204081632653,-4660.0,4387.814976774677,7959.0,714.5510204081633,-3264.0,1740.3713332363932
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5841.0,237.0,-3606.0,2437.4685126171375,7861.0,19.081632653061224,-16138.0,3763.5281365845995,4392.0,-158.0204081632653,-7670.0,3189.3367550440375,776.0,-385.265306122449,-700.0,337.5277627784987,2040.0,340.9591836734694,-55.0,469.5494276069202,1129.0,466.6326530612245,47.0,187.46829663945306,1560.0,49.0,11767.0,145.26530612244898,-3000.0,3377.709423408058,16400.0,-592.5714285714286,-4557.0,4698.50445177328,7290.0,667.5510204081633,-3534.0,1877.142587609606
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5841.0,249.40816326530611,-3606.0,2430.66594028577,7861.0,24.755102040816325,-16138.0,3763.2035418123273,4392.0,-169.0204081632653,-7670.0,3184.650513856766,776.0,-383.38775510204084,-700.0,337.23988842801316,2040.0,341.18367346938777,-55.0,469.37097417134544,1129.0,467.7551020408163,47.0,187.84263478288648,1560.0,49.0,11767.0,164.0408163265306,-3000.0,3374.8445764162216,16400.0,-590.3469387755102,-4557.0,4696.735184993847,7290.0,678.8367346938776,-3534.0,1880.902945251504
cross_shadowboxing_slow_20_T7R_1531551153638.txt,4892.0,47.857142857142854,-3000.0,2109.789128483382,6077.0,171.30612244897958,-10661.0,2572.815482793782,3792.0,160.6326530612245,-6490.0,2657.326105112348,742.0,-375.6530612244898,-676.0,296.57233174924403,1787.0,315.9795918367347,-31.0,429.03688117475787,1125.0,480.7755102040816,189.0,154.3780890792314,1560.0,49.0,11426.0,241.6530612244898,-2765.0,2967.5351553029973,13879.0,-842.7755102040817,-4318.0,4294.104190948455,7251.0,810.1632653061224,-2110.0,1545.3419166824483
cross_shadowboxing_slow_20_T7R_1531551153638.txt,5976.0,156.85714285714286,-2758.0,2550.3103896062007,7044.0,-134.24489795918367,-11960.0,3340.245540691409,3680.0,-69.26530612244898,-7184.0,2970.5963050056002,783.0,-368.38775510204084,-681.0,314.96837250789497,1796.0,340.9591836734694,-40.0,431.21702575306523,1068.0,491.9795918367347,222.0,151.3143099913662,1560.0,49.0,11833.0,315.0,-2818.0,3151.9654318112903,13966.0,-592.5510204081633,-4404.0,4315.5892754313045,6688.0,920.6122448979592,-1788.0,1515.536976018821
cross_shadowboxing_slow_20_T7R_1531551153638.txt,7510.0,812.2448979591836,-1826.0,2311.673613879962,10038.0,-482.1224489795918,-10822.0,3191.400780696027,4618.0,-951.9387755102041,-10385.0,3759.7199220163734,768.0,-422.83673469387753,-887.0,343.963924158405,2432.0,412.38775510204084,-32.0,510.2944336494427,1382.0,437.44897959183675,21.0,215.09930470448697,1560.0,49.0,11685.0,-230.73469387755102,-4878.0,3442.4954053195565,20320.0,122.87755102040816,-4320.0,5105.57077135951,9825.0,374.8775510204082,-3794.0,2153.3584973309044
cross_shadowboxing_slow_20_T7R_1531551153638.txt,7510.0,850.734693877551,-1826.0,2293.337722035925,10038.0,-525.469387755102,-10822.0,3200.873475201996,4618.0,-1081.938775510204,-10385.0,3793.3862588291045,768.0,-417.9591836734694,-887.0,345.738398165414,2432.0,420.3265306122449,-32.0,506.8227577991435,1382.0,436.81632653061223,21.0,214.81578090980923,1560.0,49.0,11685.0,-181.83673469387756,-4878.0,3460.259885151564,20320.0,202.30612244897958,-4320.0,5070.853766888774,9825.0,368.6530612244898,-3794.0,2150.5541781036777
cross_waterbag_hard_20_T7R_1531551996366.txt,8678.0,203.77372262773721,-4174.0,1743.8436122572189,9217.0,11.445255474452555,-6150.0,2163.966669988065,3586.0,176.20437956204378,-7092.0,1349.8105648064218,915.0,-352.8978102189781,-1368.0,242.57628529257775,3673.0,271.04379562043795,-1869.0,687.3137594652047,1302.0,499.6569343065693,-2258.0,293.8056189637123,3530.0,137.0,13150.0,473.8175182481752,-9685.0,2427.3541884449915,32730.0,-1292.021897810219,-22697.0,6874.45713628608,9024.0,999.1459854014598,-26584.0,2939.5738124972804
cross_waterbag_hard_20_T7R_1531551996366.txt,6042.0,-54.27007299270073,-5220.0,1637.1995346414383,9732.0,-28.21897810218978,-7886.0,2367.4322299615487,4390.0,284.014598540146,-7046.0,1831.028548085191,1881.0,-368.48175182481754,-2299.0,358.9761810505182,3673.0,262.3138686131387,-2227.0,671.8539182938771,1344.0,496.6350364963504,-1115.0,250.2540731264108,3530.0,137.0,22810.0,316.62773722627736,-18990.0,3591.1766730649947,32730.0,-1378.941605839416,-26270.0,6719.6262389126005,9445.0,969.2700729927008,-15150.0,2503.909626797924
cross_waterbag_hard_20_T7R_1531551996366.txt,6245.0,8.700729927007298,-3682.0,1676.6455015059241,8070.0,360.1824817518248,-5937.0,2150.709415173139,4840.0,251.05109489051094,-6916.0,1951.510961827994,1006.0,-342.6715328467153,-1845.0,287.96300593410206,3673.0,266.46715328467155,-2076.0,661.8984177781948,1233.0,496.4014598540146,-721.0,218.50169806360014,3530.0,137.0,14065.0,574.956204379562,-14457.0,2882.042570889747,32730.0,-1337.7080291970804,-24764.0,6620.20348692122,8331.0,966.8029197080292,-11217.0,2187.107974416471
cross_waterbag_hard_20_T7R_1531551996366.txt,9360.0,59.051094890510946,-3636.0,1894.697291984255,8768.0,-21.48175182481752,-5806.0,2201.360054543119,4866.0,229.79562043795622,-10560.0,2162.6663286550533,780.0,-330.4014598540146,-2077.0,320.40774711235974,3673.0,259.6861313868613,-1856.0,687.1759637632084,1420.0,481.8759124087591,-2873.0,355.41807290552157,3530.0,137.0,11800.0,697.5328467153284,-16770.0,3205.5162703650285,32730.0,-1405.6642335766423,-22565.0,6873.156440818248,10204.0,821.5766423357665,-32730.0,3555.673045253813
cross_waterbag_hard_20_T7R_1531551996366.txt,9360.0,59.08759124087591,-3636.0,1894.6663118997583,8768.0,-24.62043795620438,-5806.0,2202.382373608002,4866.0,234.90510948905109,-10560.0,2154.207234020454,780.0,-331.2919708029197,-2077.0,320.8474339790492,3673.0,259.6350364963504,-1856.0,687.20653496936,1420.0,482.94890510948903,-2873.0,355.0471244854829,3530.0,137.0,11800.0,688.5912408759124,-16770.0,3209.9404739641673,32730.0,-1406.2116788321168,-22565.0,6873.48391885831,10204.0,832.3430656934306,-32730.0,3551.9362086008728
cross_waterbag_hard_20_T7R_1531551996366.txt,7081.0,63.03649635036496,-4400.0,1695.3229234675891,10652.0,-77.8905109489051,-5126.0,2486.069250605533,4331.0,311.2116788321168,-7795.0,1742.0578831077617,251.0,-336.86131386861314,-1945.0,286.0753495579996,3673.0,246.04379562043795,-2084.0,637.9630598356766,1159.0,491.978102189781,-1775.0,288.2381436557912,3530.0,137.0,6511.0,633.5109489051094,-15456.0,2863.059241843541,32730.0,-1541.197080291971,-24841.0,6381.002362066424,7595.0,922.6569343065694,-21759.0,2884.562395290295
