start_mvt,end_mvt,exercise,gyroX_max,gyroX_mean,gyroX_min,gyroX_std,gyroY_max,gyroY_mean,gyroY_min,gyroY_std,gyroZ_max,gyroZ_mean,gyroZ_min,gyroZ_std,highAccelX_max,highAccelX_mean,highAccelX_min,highAccelX_std,highAccelY_max,highAccelY_mean,highAccelY_min,highAccelY_std,highAccelZ_max,highAccelZ_mean,highAccelZ_min,highAccelZ_std,lowAccelX_max,lowAccelX_mean,lowAccelX_min,lowAccelX_std,lowAccelY_max,lowAccelY_mean,lowAccelY_min,lowAccelY_std,lowAccelZ_max,lowAccelZ_mean,lowAccelZ_min,lowAccelZ_std
347,388,jump_rope_single_40_T7L_1531551042926.txt,3121,859.7560976,-1989,1776.172722,5647,2334.634146,-649,1863.817558,7340,1944.02439,-2940,3391.01971,-378,-655.4634146,-909,143.613735,859,607.5609756,367,152.7556953,746,481.2926829,96,204.4499014,221,-2558.463415,-5092,1436.722104,4598,2078.560976,-339,1528.321089,3468,814.4634146,-3047,2047.619595
348,389,jump_rope_single_40_T7L_1531551042926.txt,3002,827.2926829,-1989,1745.712623,5647,2356.292683,-649,1850.675475,7340,1910.04878,-3040,3434.597145,-378,-657.4634146,-909,141.3336651,859,603.097561,367,154.8624882,746,473.6341463,96,208.309236,221,-2578.439024,-5092,1413.910818,4598,2033.878049,-339,1549.458441,3468,737.8292683,-3047,2086.198815
349,390,jump_rope_single_40_T7L_1531551042926.txt,2940,807,-1989,1724.508118,5647,2378.463415,-649,1833.256625,7340,1873.731707,-3040,3479.578171,-378,-660.0487805,-909,137.7490383,859,598.7804878,367,157.0032662,746,467.4634146,96,210.3051471,221,-2604.195122,-5092,1378.182811,4598,1990.756098,-339,1570.772513,3468,676.0487805,-3047,2106.240738
350,391,jump_rope_single_40_T7L_1531551042926.txt,2940,796.6829268,-1989,1712.677442,5647,2337.292683,-1335,1897.702601,7340,1838.609756,-3040,3520.475613,-411,-665.7804878,-909,130.4134794,859,595.2195122,367,158.7602772,746,463.9268293,96,210.7045788,-110,-2661.536585,-5092,1304.643995,4598,1955.170732,-339,1588.379046,3468,640.6341463,-3047,2110.275631
645,686,jump_rope_single_40_T7L_1531551042926.txt,3010,669.4390244,-2177,1986.619818,7345,-15.31707317,-6432,3405.443733,4060,-37.73170732,-3434,2503.751735,-286,-595.5853659,-935,144.6262382,901,528.5365854,345,136.0915313,679,390.3414634,39,169.2312929,1145,-1959.292683,-5352,1447.586185,5010,1288.487805,-559,1361.924541,2790,-96.2195122,-3616,1695.684648
646,687,jump_rope_single_40_T7L_1531551042926.txt,3010,647.097561,-2177,1964.762528,7345,-15.6097561,-6432,3405.760905,4060,-50.90243902,-3434,2516.0994,-168,-587.6097561,-935,158.6484916,901,530.195122,345,135.4358187,679,389.3902439,39,168.7025308,2322,-1879.390244,-5352,1588.059537,5010,1305.02439,-559,1355.415407,2790,-105.7804878,-3616,1690.341866
647,688,jump_rope_single_40_T7L_1531551042926.txt,3010,624.4634146,-2177,1944.606491,7345,-3.512195122,-6432,3394.519532,4060,-58.70731707,-3434,2523.075764,-168,-581.9756098,-935,162.5071518,901,532.1219512,345,135.9211527,679,385.6585366,39,166.4203428,2322,-1823.04878,-5352,1626.725683,5010,1324.341463,-559,1360.304922,2790,-143.195122,-3616,1667.419597
727,768,jump_rope_single_40_T7L_1531551042926.txt,3445,640.4390244,-2309,2015.269189,6877,-111.5121951,-5588,3342.703914,4280,278.9756098,-3272,2648.254213,-144,-605.0731707,-810,124.1719353,718,512.902439,268,113.9014497,638,370.7073171,40,188.149574,2562,-2054.243902,-4105,1242.567217,3185,1131.512195,-1328,1140.816399,2384,-292.8292683,-3600,1885.249107
728,769,jump_rope_single_40_T7L_1531551042926.txt,3445,655.2195122,-2309,2028.719689,6877,-122.195122,-5588,3352.798243,4280,257.4146341,-3272,2670.791905,-144,-602.7560976,-810,124.4854972,718,513.7073171,268,114.6680522,638,368,40,186.9637665,2562,-2030.97561,-4105,1245.665314,3185,1139.756098,-1328,1148.665721,2384,-320.097561,-3600,1873.388905
885,926,jump_rope_single_40_T7L_1531551042926.txt,2678,289.3902439,-2396,1794.49242,6498,-39.29268293,-4606,3229.867786,3864,150.1463415,-2206,2168.05772,-342,-603.195122,-809,125.9917099,726,499.3902439,351,119.6536414,595,372.0243902,75,153.2621101,585,-2035.804878,-4094,1261.317728,3266,996.1463415,-496,1199.11702,1950,-279.902439,-3252,1535.949426
1159,1200,jump_rope_single_40_T7L_1531551042926.txt,2610,462.5853659,-2010,1762.106793,6560,-328.4146341,-4770,3071.064058,3700,90.63414634,-2210,2083.394115,-175,-586.6341463,-824,123.7369702,748,505.0731707,319,122.5949408,570,381.8536585,80,143.0967437,2256,-1869.585366,-4247,1237.683339,3484,1052.878049,-816,1228.136438,1708,-181.1219512,-3208,1434.790737
1198,1239,jump_rope_single_40_T7L_1531551042926.txt,2545,527.9512195,-2230,1792.95255,6461,-185.7804878,-4880,3111.745366,3840,-4.268292683,-2370,2166.853676,-246,-572.6097561,-844,116.4604821,765,500.195122,310,132.9186254,583,382.3902439,125,139.2768606,1540,-1729.341463,-4448,1165.402004,3656,1003.317073,-903,1331.226229,1836,-175.7560976,-2758,1396.711294
1199,1240,jump_rope_single_40_T7L_1531551042926.txt,2545,534.2926829,-2230,1799.115411,6461,-177.2926829,-4880,3103.911397,3840,2.56097561,-2370,2160.327476,-246,-575.7073171,-844,117.3388776,765,504.3414634,310,132.9739843,583,382.2926829,125,139.2368924,1540,-1760.268293,-4448,1174.214291,3656,1044.634146,-903,1331.894905,1836,-176.7317073,-2758,1396.31012
1432,1473,jump_rope_single_40_T7L_1531551042926.txt,2578,478.9756098,-2834,1947.781655,6770,-315.7560976,-4378,3148.572738,3836,-70.09756098,-2342,2155.88245,-130,-573.4146341,-970,143.4055396,750,510.3414634,320,131.9429062,643,374.6829268,69,152.88287,2703,-1737.097561,-5706,1435.916307,3504,1106.02439,-807,1320.84455,2432,-254.1463415,-3317,1532.358371
1470,1511,jump_rope_single_40_T7L_1531551042926.txt,2692,507.9268293,-2428,1937.500186,7600,-91.51219512,-5420,3257.414474,4366,54.73170732,-2577,2422.753764,-195,-586.902439,-842,134.6151561,725,514.195122,302,114.5293018,616,378.0243902,75,160.1649912,2054,-1872.390244,-4428,1347.348987,3252,1144.707317,-980,1145.993308,2162,-220,-3250,1604.063325
1471,1512,jump_rope_single_40_T7L_1531551042926.txt,2692,508.2926829,-2428,1937.84165,7600,-6.756097561,-5420,3209.499843,4366,60.46341463,-2577,2417.959554,-195,-587.1463415,-842,134.5686741,725,515,302,114.0811115,616,379.3414634,75,161.3182584,2054,-1874.707317,-4428,1346.906386,3252,1152.878049,-980,1141.443827,2162,-206.9512195,-3250,1615.495744
1472,1513,jump_rope_single_40_T7L_1531551042926.txt,2692,509.2682927,-2428,1938.727083,7600,17.14634146,-5420,3190.58767,4366,78.26829268,-2577,2403.315221,-195,-584.1219512,-842,134.8364185,725,516.0243902,302,113.8552783,616,380.4146341,75,162.2573535,2054,-1844.341463,-4428,1349.607936,3252,1163.121951,-980,1139.160221,2162,-196.2195122,-3250,1624.875803
1551,1592,jump_rope_single_40_T7L_1531551042926.txt,2788,601.6097561,-2024,1816.984492,6420,-196.0731707,-3644,2896.435718,3882,12.65853659,-2088,2175.613599,-234,-579.1463415,-941,148.8703397,809,525.195122,353,123.9032323,607,392.097561,79,144.19636,1660,-1794.756098,-5419,1490.474535,4090,1256.243902,-470,1239.265726,2078,-77.92682927,-3214,1445.207328
1590,1631,jump_rope_single_40_T7L_1531551042926.txt,2584,532.804878,-1994,1670.883677,7330,-91.82926829,-4756,3429.72797,3378,143.9268293,-1959,1920.772441,-206,-581.2439024,-825,146.321697,720,503.4634146,332,113.0124103,624,402.5609756,136,140.7098164,1940,-1815.902439,-4257,1464.435263,3202,1038.170732,-680,1130.679992,2247,26.43902439,-2645,1411.377112
1591,1632,jump_rope_single_40_T7L_1531551042926.txt,2584,517.4390244,-1994,1659.107773,7330,-97.43902439,-4756,3434.779564,3378,159.1707317,-1959,1908.825619,-206,-578.3170732,-825,145.4328778,720,505.8292683,332,115.5346057,624,402.5609756,136,140.7098164,1940,-1786.634146,-4257,1455.625892,3202,1061.97561,-680,1156.031174,2247,26.58536585,-2645,1411.471324
1628,1669,jump_rope_single_40_T7L_1531551042926.txt,2661,574.6585366,-2080,1728.691364,7760,-333.3414634,-4518,3316.554866,3748,125.8536585,-1878,2009.024584,-227,-587.9268293,-876,146.3006135,767,505.902439,349,124.6135636,563,383.5609756,62,132.1754608,1736,-1882.487805,-4766,1464.672064,3674,1061.121951,-510,1247.696862,1636,-164.097561,-3380,1324.757955
1629,1670,jump_rope_single_40_T7L_1531551042926.txt,2661,573.6097561,-2080,1727.787963,7760,-294.5853659,-4518,3276.965105,3748,118.2926829,-1878,2015.541345,-227,-590.5365854,-876,146.0859503,767,510.0731707,349,124.4251563,563,384.4878049,62,132.9849845,1736,-1908.512195,-4766,1462.594392,3674,1102.634146,-510,1245.892266,1636,-154.804878,-3380,1332.893267
1668,1709,jump_rope_single_40_T7L_1531551042926.txt,2465,416.0243902,-2344,1783.798202,6360,-172.4146341,-5060,3203.036746,4021,34.6097561,-2277,2185.588283,-212,-590.0243902,-876,134.1637969,833,517.097561,319,142.0552366,565,380.5365854,77,137.9520021,1880,-1904.073171,-4762,1341.976125,4333,1173.926829,-810,1421.495751,1658,-194.1463415,-3232,1382.393333
1708,1749,jump_rope_single_40_T7L_1531551042926.txt,2738,613.097561,-2180,1804.842387,6437,-94.51219512,-4250,3219.264436,3887,185.9756098,-2300,2165.603582,-279,-593.5609756,-819,121.7916353,781,518.3170732,338,134.394092,595,378.7560976,102,138.2598605,1210,-1939.04878,-4196,1217.743424,3812,1186.146341,-627,1345.928519,1959,-211.804878,-2983,1386.633012
1746,1787,jump_rope_single_40_T7L_1531551042926.txt,2386,388.2926829,-2460,1771.329589,6494,2.292682927,-3830,3156.723493,4067,72.95121951,-2468,2322.889665,-284,-604.9756098,-877,140.2234802,813,524.2682927,328,137.1034326,627,383.1463415,94,141.2011971,1169,-2052.195122,-4772,1403.499737,4136,1244.878049,-722,1372.563973,2270,-167.7560976,-3060,1415.289401
1784,1825,jump_rope_single_40_T7L_1531551042926.txt,2602,495.6585366,-1897,1607.693248,6677,-244.2439024,-4490,3348.251662,3800,94.17073171,-2392,2179.770904,-112,-599.6585366,-860,147.4750165,737,496.7804878,303,121.7336256,647,378.6097561,124,144.8297066,2886,-1999.95122,-4608,1476.221798,3378,970.2926829,-971,1220.119938,2475,-212.7317073,-2761,1451.468929
1785,1826,jump_rope_single_40_T7L_1531551042926.txt,2602,492.2195122,-1897,1604.597496,6677,-232.7073171,-4490,3338.737802,3800,91.68292683,-2392,2182.254161,-112,-601.195122,-860,147.6038989,737,498.4146341,303,122.3088254,647,377.8536585,124,144.2330685,2886,-2015.317073,-4608,1477.473459,3378,986.5609756,-971,1225.847504,2475,-220.2682927,-2761,1445.511813
1824,1865,jump_rope_single_40_T7L_1531551042926.txt,2815,546.1219512,-2166,1767.204575,7502,-0.804878049,-4535,3489.321469,4264,53.75609756,-2204,2311.47775,-201,-588.3170732,-883,147.2228649,767,516.902439,303,139.9311983,585,377.9512195,44,149.1557829,1998,-1886.292683,-4834,1473.271873,3672,1170.682927,-979,1401.409334,1854,-220.5853659,-3568,1495.281829
1825,1866,jump_rope_single_40_T7L_1531551042926.txt,2815,544.5121951,-2166,1765.9234,7502,14.65853659,-4535,3474.573158,4264,64.68292683,-2204,2302.21799,-201,-587.7073171,-883,147.2547527,767,520.4390244,303,141.2931436,585,376.804878,44,148.5232675,1998,-1880.268293,-4834,1473.5727,3672,1206.097561,-979,1415.11236,1854,-232.195122,-3568,1488.850449
1862,1903,jump_rope_single_40_T7L_1531551042926.txt,3278,688.6585366,-2151,1949.696612,8398,41.73170732,-4585,3643.445114,4843,30.56097561,-2874,2571.851124,-225,-593.902439,-1009,156.5253661,816,512.0243902,288,140.0748885,580,356.0731707,22,157.1122831,1758,-1942.390244,-6094,1566.255996,4166,1123.268293,-1120,1403.171105,1808,-439.5121951,-3789,1574.595633
1863,1904,jump_rope_single_40_T7L_1531551042926.txt,3278,707.7073171,-2151,1967.216336,8398,96.92682927,-4585,3589.114329,4843,5.853658537,-2874,2594.690324,-225,-597.3170732,-1009,154.8932599,816,512.7560976,288,139.7135964,580,352.195122,22,155.883806,1758,-1976.658537,-6094,1549.865923,4166,1130.585366,-1120,1399.54823,1808,-478.4634146,-3789,1562.237243
1864,1905,jump_rope_single_40_T7L_1531551042926.txt,3278,731.5365854,-2151,1987.644851,8398,134.9756098,-4585,3556.520417,4843,-7.12195122,-2874,2606.694806,-225,-596.1219512,-1009,154.9740616,816,513.3170732,288,139.7237344,580,349.2926829,22,154.2770631,1758,-1964.731707,-6094,1550.656039,4166,1136.292683,-1120,1399.64671,1808,-507.7317073,-3789,1546.078701
1865,1906,jump_rope_single_40_T7L_1531551042926.txt,3278,752.0731707,-2151,2004.656472,8398,152.097561,-4585,3543.506094,4843,-16.68292683,-2874,2615.020559,-225,-593.5853659,-1009,155.2398106,816,514.6341463,288,140.4947964,580,349.7317073,22,154.4941786,1758,-1939.341463,-6094,1553.29776,4166,1149.317073,-1120,1407.258371,1808,-503.1463415,-3789,1548.355282
1902,1943,jump_rope_single_40_T7L_1531551042926.txt,2862,255.7804878,-2514,1887.000364,7598,327.0731707,-3923,3192.638974,5602,655.195122,-2818,2752.386085,-184,-577.2682927,-922,140.5528414,857,518.7073171,347,151.675681,529,353.5121951,-5,136.9903504,2162,-1775.878049,-5228,1407.169183,4572,1188.560976,-532,1519.017792,1296,-464.1707317,-4052,1373.524315
1903,1944,jump_rope_single_40_T7L_1531551042926.txt,2862,228.6829268,-2514,1859.163285,7598,334.0487805,-3923,3184.392328,5602,698.3658537,-2818,2710.952893,-184,-577.1219512,-922,140.5861293,857,524.2195122,347,151.6211582,529,356.4390244,-5,137.9945739,2162,-1774.414634,-5228,1407.499751,4572,1243.731707,-532,1518.602779,1296,-434.5609756,-4052,1383.6155
1904,1945,jump_rope_single_40_T7L_1531551042926.txt,2862,189.8536585,-2514,1819.331162,7598,314,-3923,3203.738941,5602,742.7073171,-2614,2666.503462,-184,-577.4634146,-922,140.6426496,857,529.8780488,347,153.4822783,529,359.4146341,-5,138.5696532,2162,-1777.707317,-5228,1408.042617,4572,1300.317073,-532,1537.127051,1296,-404.7560976,-4052,1389.314899
1905,1946,jump_rope_single_40_T7L_1531551042926.txt,2776,143.6585366,-2514,1773.247637,7598,289.3170732,-3923,3226.540674,5602,782.6585366,-2426,2626.931,-184,-578.7560976,-922,140.7405024,857,534.8292683,347,156.6291643,529,359.5365854,-5,138.5859115,2162,-1790.487805,-5228,1409.008962,4572,1349.731707,-532,1568.504925,1296,-403.4878049,-4052,1389.477818
394,427,jump_rope_single_40_T7R_1531551042926.txt,4870,573.7272727,-2837,2989.474758,5124,-686.3939394,-6020,3417.846882,2324,-753,-4943,2460.456716,241,-154,-423,164.1034354,889,538.6969697,250,203.3630505,749,402.3636364,64,174.6743073,6415,2463.575758,-236,1642.662093,4891,1388.909091,-1503,2035.247426,3490,23.24242424,-3366,1749.123871
395,428,jump_rope_single_40_T7R_1531551042926.txt,4870,456.1515152,-2837,2943.160229,5124,-795.0909091,-6020,3422.394633,2272,-777.2121212,-4943,2433.009463,241,-150.8181818,-406,159.6831735,889,539.0909091,250,203.1504005,749,398.7878788,64,176.0951017,6415,2495.818182,-60,1597.849462,4891,1393.060606,-1503,2033.015416,3490,-12.54545455,-3366,1763.493941
589,622,jump_rope_single_40_T7R_1531551042926.txt,3942,936.7575758,-3390,2684.427407,7781,577.9090909,-6315,3646.47132,2686,-414.0909091,-4020,2459.072848,100,-211.5454545,-528,153.9261371,790,523.9393939,316,124.0690179,714,443.9090909,196,150.1737252,5002,1887.545455,-1280,1540.250367,3905,1242.393939,-849,1242.047099,3144,439.9393939,-2046,1504.614401
590,623,jump_rope_single_40_T7R_1531551042926.txt,3942,850.6060606,-3390,2772.993474,7781,453.9393939,-6681,3822.81413,2686,-499.3333333,-4020,2430.62426,100,-206.7272727,-528,155.0722156,790,520.0909091,316,127.6796195,714,442,179,153.1908532,5002,1935.636364,-1280,1551.827588,3905,1203.818182,-849,1278.275167,3144,420.8484848,-2210,1534.740005
591,624,jump_rope_single_40_T7R_1531551042926.txt,3942,735.5454545,-3390,2848.748509,7781,300.7878788,-6681,3996.534153,2686,-576.5454545,-4020,2392.257395,100,-198.5757576,-528,151.9592935,790,515.7575758,314,132.2332292,714,436.4848485,84,162.7058545,5002,2017.242424,-1280,1520.660794,3905,1160.424242,-860,1323.88642,3144,365.8787879,-3160,1629.557719
628,661,jump_rope_single_40_T7R_1531551042926.txt,3935,1030.454545,-2848,2352.179336,6400,756.6060606,-6006,2855.349059,2464,-213.8484848,-3868,2425.473564,176,-213.3939394,-647,168.2828607,762,527.5151515,323,116.7604709,686,443.7878788,181,148.764024,5762,1869.727273,-2470,1684.348766,3629,1279.272727,-774,1169.151596,2862,439.5151515,-2196,1491.693273
629,662,jump_rope_single_40_T7R_1531551042926.txt,3935,954.7575758,-2848,2430.061805,6400,644.8484848,-6028,3046.13655,2464,-313.0606061,-3868,2417.84956,176,-210.0909091,-647,167.4761856,762,522.9393939,323,121.7356099,686,442.1515152,142,151.83999,5762,1902.484848,-2470,1676.375575,3629,1233.333333,-774,1219.228718,2862,423.2424242,-2585,1522.292515
707,740,jump_rope_single_40_T7R_1531551042926.txt,4090,1558.30303,-3010,2651.261404,6696,836.4545455,-4568,3016.959035,2690,-514.7272727,-4208,2699.671986,97,-226.1212121,-606,173.4221291,756,538.969697,382,122.6882444,667,438.5151515,101,137.4316014,4970,1741.30303,-2064,1736.102342,3569,1393.393939,-180,1226.869821,2670,385.7272727,-2994,1377.363361
708,741,jump_rope_single_40_T7R_1531551042926.txt,4090,1427.575758,-3162,2775.372757,6696,710.0909091,-6214,3221.75366,2690,-631.5757576,-4208,2656.878114,97,-208.7878788,-476,162.5091839,756,532.4242424,329,128.0031812,667,443.1212121,148,127.988954,4970,1914.818182,-766,1626.584236,3569,1327.727273,-715,1280.45764,2670,431.9090909,-2528,1282.806259
756,789,jump_rope_single_40_T7R_1531551042926.txt,4370,144.030303,-3063,2598.231664,5542,-384,-6045,3527.586312,1960,-995.030303,-4398,2147.541858,240,-180.5151515,-480,159.7067863,685,484.0606061,304,115.853609,622,397.969697,78,177.7252945,6406,2198,-800,1599.112371,2850,842.0606061,-968,1161.470268,2224,-19.72727273,-3220,1780.251409
981,1014,jump_rope_single_40_T7R_1531551042926.txt,4384,710.6666667,-2914,2624.26481,6608,415.9090909,-6532,3431.208646,2550,-305.2727273,-3800,2379.130333,68,-200.4242424,-443,148.0736789,693,500.5757576,330,106.4413073,738,435.3939394,133,163.2586023,4684,1999.454545,-432,1481.531157,2934,1008.454545,-708,1066.604252,3384,352.969697,-2674,1635.516785
982,1015,jump_rope_single_40_T7R_1531551042926.txt,4384,640.4242424,-2914,2680.268375,6608,262.3333333,-6694,3632.945006,2550,-372.8484848,-3800,2351.018704,68,-195.969697,-443,145.8133406,693,496.7575758,330,109.9232773,738,429.8787879,71,172.4292894,4684,2043.878788,-432,1459.076244,2934,970,-708,1101.637134,3384,297.8787879,-3294,1727.103677
1018,1051,jump_rope_single_40_T7R_1531551042926.txt,3795,1001.363636,-2906,2491.927088,6210,709.7575758,-5726,3017.061847,2370,-207.1212121,-3694,2311.482367,277,-218.2424242,-520,167.3183773,703,523.3030303,340,109.094708,727,441.1818182,179,149.3834108,6770,1820,-1209,1674.517542,3030,1236.30303,-600,1090.388878,3278,413,-2210,1497.93147
1029,1062,jump_rope_single_40_T7R_1531551042926.txt,3795,39.6969697,-2906,2511.993064,6210,-427.1212121,-6192,3874.484448,2944,-545.6969697,-3694,2150.346418,277,-193.3636364,-458,151.0696897,703,516.5757576,340,116.1765979,727,398.5151515,96,192.3265649,6770,2069.060606,-585,1511.823711,3030,1167.818182,-600,1162.637155,3278,-14.48484848,-3044,1927.892504
1057,1090,jump_rope_single_40_T7R_1531551042926.txt,3917,875.7878788,-3150,2718.827628,6940,497.3939394,-4575,3622.10593,2944,-201.1515152,-4064,2357.408006,51,-229.1818182,-514,147.6421888,792,515.6666667,347,134.3464892,696,433.3030303,97,154.7828085,4518,1710.484848,-1142,1478.457877,3924,1158.515152,-538,1345.856259,2965,333.0606061,-3036,1550.857786
1058,1091,jump_rope_single_40_T7R_1531551042926.txt,3917,802.4242424,-3150,2786.701624,6940,366.2121212,-6699,3803.070698,2944,-237.4545455,-4064,2345.941137,51,-224.1515152,-514,152.1299036,792,511.2121212,312,138.6521632,696,429.3030303,97,161.2388533,4518,1760.848485,-1142,1523.282786,3924,1113.818182,-885,1389.124577,2965,293.1212121,-3036,1615.304997
1059,1092,jump_rope_single_40_T7R_1531551042926.txt,3917,720.9393939,-3150,2840.200069,6940,195.9393939,-6699,3988.129088,2944,-277,-4064,2328.584844,51,-220.0606061,-514,148.441474,792,507.4545455,312,141.6201104,696,423.7878788,97,169.1084633,4518,1801.848485,-1142,1486.338982,3924,1076.090909,-885,1418.980804,2965,237.7575758,-3036,1694.278165
1094,1127,jump_rope_single_40_T7R_1531551042926.txt,4769,1006.636364,-3190,2757.329741,6430,320.3636364,-4908,3121.98071,2965,-370.3333333,-4020,2400.04273,207,-213.6969697,-746,167.1646802,796,525.1515152,359,143.5220195,610,419.1515152,142,144.4206359,6076,1865.454545,-3460,1672.797135,3968,1254.393939,-416,1435.928901,2102,191.4848485,-2586,1446.735401
1106,1139,jump_rope_single_40_T7R_1531551042926.txt,4769,189,-3190,2768.229195,6430,-603.8484848,-5810,3547.865363,2186,-725.4242424,-4020,2191.630871,207,-196.9393939,-558,150.3676618,796,521.3636364,347,146.7139688,610,387.6060606,74,175.2023722,6076,2032.272727,-1586,1505.56047,3968,1215.969697,-530,1468.211103,2102,-124.2121212,-3261,1754.517451
1209,1242,jump_rope_single_40_T7R_1531551042926.txt,3944,960.7575758,-2915,2388.913783,6298,625.6969697,-5840,3565.641926,2324,-210.9393939,-3700,2353.1189,189,-218.5151515,-525,155.2041239,670,505.7575758,356,97.36562224,642,436.3636364,200,127.9550258,5890,1816.969697,-1256,1553.910178,2700,1060.242424,-443,975.4624554,2420,364.6969697,-2003,1282.899633
1210,1243,jump_rope_single_40_T7R_1531551042926.txt,3944,928.3636364,-2915,2433.924182,6298,624.0606061,-5894,3568.712994,2324,-272.3636364,-3700,2351.014194,189,-212.6060606,-525,155.8725319,670,502.3030303,356,100.0020265,642,433.5454545,125,133.8051501,5890,1876.181818,-1256,1560.592805,2700,1025.545455,-443,1002.074663,2420,336.2727273,-2758,1341.853668
1248,1281,jump_rope_single_40_T7R_1531551042926.txt,4300,1049.545455,-2940,2581.886884,6244,822.1212121,-6396,3180.987482,2522,-217.7575758,-3785,2362.794823,155,-205.3636364,-603,161.2559724,741,517.7272727,344,121.9675348,651,440.3636364,202,129.8744149,5555,1950.121212,-2030,1613.421457,3417,1180.636364,-564,1220.324363,2518,403.6363636,-1984,1302.0017
1249,1282,jump_rope_single_40_T7R_1531551042926.txt,4300,984.7272727,-2940,2649.647244,6244,731,-6396,3340.779278,2522,-290.1212121,-3785,2360.900977,155,-204.4242424,-603,161.3664367,741,514.7575758,343,125.0482483,651,436.6060606,115,137.4549789,5555,1959.636364,-2030,1614.528701,3417,1150.606061,-576,1251.548315,2518,366.030303,-2856,1377.841802
1287,1320,jump_rope_single_40_T7R_1531551042926.txt,4130,883.969697,-2614,2259.905162,6046,720.5151515,-5990,3133.237893,2484,-290.8181818,-3473,2169.289003,51,-203.6666667,-538,148.1461834,725,512.0909091,380,115.9157462,671,441.6363636,205,125.618176,4514,1966.333333,-1386,1483.22608,3255,1123.363636,-202,1159.182007,2710,417.6666667,-1950,1258.200045
1324,1357,jump_rope_single_40_T7R_1531551042926.txt,4056,936.6969697,-2650,2335.75014,6230,395.6666667,-4002,2890.159421,2111,-90.18181818,-3373,2119.068567,0,-225,-489,117.6360914,796,521.8787879,361,147.5200744,589,428.0606061,229,118.6404598,4007,1753.090909,-898,1177.35138,3966,1220.636364,-398,1477.876661,1892,282.2727273,-1712,1189.235003
1401,1434,jump_rope_single_40_T7R_1531551042926.txt,4078,977.9090909,-3145,2551.830904,6699,596.1515152,-4680,3280.033909,2335,-193.0606061,-3614,2310.218198,49,-201.8787879,-515,144.774557,802,520.6666667,328,144.0613295,601,416.5454545,177,125.3393122,4496,1985.181818,-1159,1448.653221,4024,1208.757576,-720,1442.071774,2016,165.8181818,-2234,1255.973886
1402,1435,jump_rope_single_40_T7R_1531551042926.txt,4078,887.4545455,-3145,2643.232196,6699,500.3030303,-5744,3419.045823,2335,-274.6969697,-3614,2303.909646,49,-196.2424242,-515,144.5761111,802,516.030303,323,147.95322,601,416.1515152,164,126.1336397,4496,2041.515152,-1159,1446.733133,4024,1162.242424,-774,1481.191582,2016,162,-2360,1263.665329
1403,1436,jump_rope_single_40_T7R_1531551042926.txt,4078,777.1515152,-3145,2727.706066,6699,358,-6482,3609.59268,2335,-342.8181818,-3614,2286.931616,49,-188.3030303,-515,142.7106962,802,511.6666667,323,151.197856,601,414,138,130.313804,4496,2120.848485,-1159,1428.283063,4024,1118.363636,-774,1513.834841,2016,140.3030303,-2626,1305.797493
1441,1474,jump_rope_single_40_T7R_1531551042926.txt,3966,845.6969697,-3148,2548.983443,6188,657.030303,-5340,3334.35981,2373,-281.9090909,-3412,2271.624025,70,-202.9090909,-541,154.0824381,668,496.7878788,346,107.1665636,608,438.030303,136,121.4664266,4704,1972.454545,-1418,1543.707471,2682,969.8787879,-540,1073.635755,2084,382.0909091,-2641,1218.058839
1516,1549,jump_rope_single_40_T7R_1531551042926.txt,4346,1080.424242,-2373,2285.539187,6983,720.4545455,-4600,3557.943192,2290,-80.87878788,-3664,2078.741427,89,-201.969697,-677,174.1795921,762,516.8181818,371,130.2623446,660,444.4545455,89,134.5701701,4893,1983.606061,-2771,1743.755501,3620,1170.909091,-293,1303.915818,2600,445.6060606,-3115,1348.521388
1517,1550,jump_rope_single_40_T7R_1531551042926.txt,4346,1055.575758,-2373,2318.444387,6983,745,-4215,3522.71111,2290,-150.7272727,-3664,2089.893407,89,-203.6666667,-677,174.3420967,762,515.4545455,364,131.6543986,660,450.8484848,217,121.5347484,4893,1966.636364,-2771,1745.371734,3620,1157.090909,-364,1318.046456,2600,509.4848485,-1837,1218.218605
1518,1551,jump_rope_single_40_T7R_1531551042926.txt,4346,1014.909091,-2494,2369.582128,6983,708.030303,-5435,3582.289295,2290,-199.5454545,-3664,2088.167036,89,-198.1818182,-677,174.2260483,762,512.3939394,346,134.4400283,660,451.3939394,235,120.4883136,4893,2021.424242,-2771,1744.140208,3620,1126,-548,1346.362669,2600,515.1515152,-1650,1207.349036
1519,1552,jump_rope_single_40_T7R_1531551042926.txt,4346,959.6969697,-2501,2430.722083,6983,628.4242424,-6170,3706.735458,2290,-238.3333333,-3664,2081.472175,89,-192.4242424,-677,173.9635433,762,508.8484848,316,138.0923878,660,448.1818182,164,126.7266878,4893,2079,-2771,1741.509726,3620,1090.424242,-840,1382.957475,2600,483.1515152,-2360,1269.467485
1595,1628,jump_rope_single_40_T7R_1531551042926.txt,4085,786.2121212,-3032,2422.074482,6183,377.030303,-6014,3298.875182,2386,-276.2727273,-3593,2305.162823,37,-215.5454545,-491,133.9951237,749,508.0909091,366,129.381066,655,440.4545455,202,119.6683153,4370,1847.939394,-914,1340.55259,3496,1082.393939,-346,1294.904797,2558,405.3030303,-1985,1200.527943
