start_mvt,end_mvt,exercise,gyroX_max,gyroX_mean,gyroX_min,gyroX_std,gyroY_max,gyroY_mean,gyroY_min,gyroY_std,gyroZ_max,gyroZ_mean,gyroZ_min,gyroZ_std,highAccelX_max,highAccelX_mean,highAccelX_min,highAccelX_std,highAccelY_max,highAccelY_mean,highAccelY_min,highAccelY_std,highAccelZ_max,highAccelZ_mean,highAccelZ_min,highAccelZ_std,lowAccelX_max,lowAccelX_mean,lowAccelX_min,lowAccelX_std,lowAccelY_max,lowAccelY_mean,lowAccelY_min,lowAccelY_std,lowAccelZ_max,lowAccelZ_mean,lowAccelZ_min,lowAccelZ_std
1278,1329,hooks_waterbag_light_40_T7L_1531552145230.txt,7100,414.7647059,-2415,2579.43837,4144,405.8039216,-2712,2159.55526,2806,-1537.196078,-4806,2020.888617,1685,-660.8823529,-1026,462.7256054,2815,498.2156863,146,468.8885289,3277,470.9411765,-543,686.7269737,20850,-2612,-6266,4628.647103,24152,980.2745098,-2546,4691.25654,28776,711.254902,-9430,6869.601336
1279,1330,hooks_waterbag_light_40_T7L_1531552145230.txt,7100,441.8627451,-2415,2560.689735,4144,500.5882353,-2712,2213.315786,2640,-1647,-4806,1930.289315,1685,-657.1372549,-1026,462.0523788,2815,496.3333333,146,469.3644071,3277,469.0980392,-543,686.4285616,20850,-2574.54902,-6266,4621.926587,24152,961.3333333,-2546,4696.030531,28776,692.8235294,-9430,6866.612323
1379,1430,hooks_waterbag_light_40_T7L_1531552145230.txt,7326,779.9215686,-2350,2882.029895,4646,831.5686275,-3298,2480.1317,3600,-1815.352941,-6452,2465.063998,2436,-664.5882353,-1002,553.6772409,2164,546.6470588,183,405.0194476,3163,457.3333333,-441,617.7388661,28366,-2648.137255,-6026,5539.166479,17648,1466.078431,-2175,4052.192645,27632,574.254902,-8418,6179.170672
1481,1532,hooks_waterbag_light_40_T7L_1531552145230.txt,8799,860.6078431,-2558,2930.62248,3539,459.2352941,-2436,1672.177844,3950,-1123.764706,-4290,2414.987889,528,-665.4705882,-1047,298.6446285,2341,505.4117647,146,401.299498,2612,415.2352941,-526,636.6133077,9283,-2657.72549,-6478,2988.11803,19416,1053,-2546,4016.297479,22120,153.2352941,-9262,6368.879646
1482,1533,hooks_waterbag_light_40_T7L_1531552145230.txt,8799,887.5294118,-2558,2910.694318,3539,512.7254902,-2436,1644.14435,3846,-1261.843137,-4290,2318.477253,528,-662.2352941,-1047,298.3721561,2341,504.254902,146,401.7148662,2612,413.3137255,-526,636.1336806,9283,-2625.392157,-6478,2985.36919,19416,1041.588235,-2546,4020.402971,22120,133.9215686,-9262,6364.049625
1483,1534,hooks_waterbag_light_40_T7L_1531552145230.txt,8799,910.8039216,-2558,2893.042585,3539,565.6470588,-2436,1617.1089,3690,-1393.411765,-4290,2210.705129,528,-658.0980392,-1047,297.9145015,2341,503.372549,146,402.0559643,2612,410.9607843,-526,635.5566996,9283,-2583.941176,-6478,2980.743943,19416,1032.901961,-2546,4023.763941,22120,110.2745098,-9262,6358.244799
1585,1636,hooks_waterbag_light_40_T7L_1531552145230.txt,6603,240.5098039,-3483,2849.802634,5161,898.0392157,-2230,2318.377139,3768,-1463.352941,-4759,2192.347179,513,-688.3529412,-1017,318.5134737,2765,532.254902,143,428.6432476,3184,486.4509804,-502,645.5062297,9136,-2886.176471,-6173,3187.315866,23650,1322.27451,-2570,4288.438789,27849,866.1372549,-9024,6457.78514
1586,1637,hooks_waterbag_light_40_T7L_1531552145230.txt,6603,272.3137255,-3483,2837.854644,5161,932.8627451,-2230,2303.969627,3554,-1583.509804,-4759,2064.0732,513,-682.7843137,-1017,317.7022703,2765,528.3921569,143,429.660707,3184,482.0392157,-502,644.5905665,9136,-2830.372549,-6173,3179.184876,23650,1283.647059,-2570,4298.606117,27849,821.9019608,-9024,6448.583941
1685,1736,hooks_waterbag_light_40_T7L_1531552145230.txt,8142,704.745098,-2762,2844.084372,3274,417.4313725,-3053,1786.941468,4267,-900.0980392,-4025,2399.124576,1232,-688.8039216,-1102,440.7460048,2556,514,133,422.6980956,2507,463.9215686,-644,629.2300324,16327,-2890.372549,-7029,4410.266273,21564,1140.196078,-2676,4229.696812,21070,641.3921569,-10446,6294.481911
1686,1737,hooks_waterbag_light_40_T7L_1531552145230.txt,8142,757.4509804,-2762,2817.552117,3274,453.3529412,-3053,1768.61108,4130,-1063.313725,-4057,2322.492011,1232,-687.5882353,-1102,440.7043533,2556,512.3529412,133,423.0206058,2507,462.6862745,-644,629.1094814,16327,-2878.294118,-7029,4409.853749,21564,1123.45098,-2676,4232.977814,21070,629.1372549,-10446,6293.285838
1687,1738,hooks_waterbag_light_40_T7L_1531552145230.txt,8142,803.3921569,-2762,2792.410909,3274,478.8431373,-3053,1756.735625,3923,-1222.921569,-4057,2236.567467,1232,-685.1764706,-1102,440.6143759,2556,510.6666667,133,423.323454,2507,460.5294118,-644,628.9052505,16327,-2854.254902,-7029,4408.948858,21564,1106.470588,-2676,4236.012594,21070,607.4901961,-10446,6291.237641
1791,1842,hooks_waterbag_light_40_T7L_1531552145230.txt,9434,1240.568627,-3068,3608.945049,4628,114.4313725,-4510,2250.518138,2077,-1763.607843,-3523,1409.2001,189,-641.2745098,-1028,272.5646403,2581,587.2941176,273,445.8845722,3236,449.6666667,-536,707.2034974,5899,-2415.72549,-6287,2728.44591,21817,1874.078431,-1277,4461.058439,28368,497.5882353,-9362,7074.974008
1792,1843,hooks_waterbag_light_40_T7L_1531552145230.txt,9434,1248.411765,-3068,3602.616345,4628,155,-4510,2260.512827,1694,-1858.196078,-3523,1304.244947,189,-634.1176471,-1028,268.4953368,2581,587.0392157,273,445.9858276,3236,448.3921569,-536,707.0169469,5899,-2344.117647,-6287,2687.690225,21817,1871.490196,-1277,4462.084353,28368,484.7254902,-9362,7073.088098
1892,1943,hooks_waterbag_light_40_T7L_1531552145230.txt,7495,1120.235294,-1934,2643.253265,2210,227.8627451,-2333,1403.672683,1546,-1912.27451,-4822,1808.559748,886,-654.4901961,-960,371.2353093,2882,561.4509804,181,454.2879401,3306,429.5294118,-453,662.4877766,12866,-2547.509804,-5602,3714.406151,24826,1615.137255,-2193,4544.945632,29068,295.8431373,-8539,6628.134882
1893,1944,hooks_waterbag_light_40_T7L_1531552145230.txt,7495,1147.333333,-1934,2623.512544,2210,274.4509804,-2333,1412.744794,1324,-2004.509804,-4822,1747.585264,886,-649.4705882,-960,370.0055326,2882,559.0588235,181,454.9601922,3306,428.4509804,-453,662.2992772,12866,-2497.196078,-5602,3702.080096,24826,1591.176471,-2193,4551.684742,29068,285.0196078,-8539,6626.236514
1894,1945,hooks_waterbag_light_40_T7L_1531552145230.txt,7495,1171.568627,-1934,2605.003203,2210,325.6666667,-2333,1412.816572,1092,-2087.431373,-4822,1685.727988,886,-643.8823529,-960,368.5109305,2882,557.1568627,181,455.5167778,3306,426.8431373,-453,662.0532115,12866,-2441.470588,-5602,3687.162233,24826,1572.078431,-2193,4557.26478,29068,268.8235294,-8539,6623.752706
1993,2044,hooks_waterbag_light_40_T7L_1531552145230.txt,7224,1014.254902,-2585,2817.007738,5218,187.0588235,-5148,2420.095952,4130,-1324.45098,-4630,2307.098137,1051,-687.8235294,-1101,364.7135153,2190,522.2941176,231,393.4233493,2817,406.9019608,-562,644.4824359,14514,-2881.098039,-7011,3648.913116,17902,1222.627451,-1698,3936.216259,24172,69.70588235,-9622,6447.48378
1994,2045,hooks_waterbag_light_40_T7L_1531552145230.txt,7224,1039.980392,-2585,2795.115515,5218,225.254902,-5148,2421.091331,3827,-1468.039216,-4630,2185.516113,1051,-682.9215686,-1101,364.1561118,2190,520.372549,231,394.0074599,2817,405.0392157,-562,644.0090049,14514,-2832.235294,-7011,3643.345158,17902,1203.372549,-1698,3942.069654,24172,51.11764706,-9622,6442.75464
2095,2146,hooks_waterbag_light_40_T7L_1531552145230.txt,6340,332.254902,-2765,2312.023485,4256,261.5098039,-4652,2574.195528,3087,-1447.411765,-5467,2148.846474,919,-711.9607843,-1074,398.374194,3184,530.4705882,195,494.1762986,3272,515,-546,642.2287443,13190,-3122.509804,-6740,3985.638089,27840,1304.039216,-2053,4943.678658,28728,1151.901961,-9461,6424.813281
2096,2147,hooks_waterbag_light_40_T7L_1531552145230.txt,6340,357,-2765,2294.274134,4256,312.9803922,-4652,2577.502547,2836,-1567.431373,-5467,2059.605741,919,-708.1960784,-1074,397.9313016,3184,527.254902,195,494.9712251,3272,514.6666667,-546,642.2119795,13190,-3084.960784,-6740,3981.198287,27840,1271.764706,-2053,4951.655721,28728,1148.568627,-9461,6424.645647
2199,2250,hooks_waterbag_light_40_T7L_1531552145230.txt,7618,1145.882353,-2550,2725.713453,5213,738.4117647,-4139,2429.30852,2337,-1468.156863,-3952,1729.193284,1339,-644.3333333,-994,392.2092129,2163,528.2352941,180,448.0078387,3123,457.5882353,-620,668.0023107,17399,-2446.078431,-5946,3925.005936,17634,1281.666667,-2203,4482.727213,27235,577.3529412,-10202,6683.051033
2200,2251,hooks_waterbag_light_40_T7L_1531552145230.txt,7618,1188.803922,-2550,2699.975807,5213,784.2156863,-4139,2416.808112,1981,-1572.215686,-3952,1653.659848,1339,-640.6078431,-994,391.3505374,2163,527.5882353,180,448.1704665,3123,454.7647059,-620,667.6796414,17399,-2408.921569,-5946,3916.431666,17634,1275.176471,-2203,4484.355689,27235,548.9803922,-10202,6679.801031
2294,2345,hooks_waterbag_light_40_T7L_1531552145230.txt,8856,935.7058824,-2190,2854.725719,7430,593.5294118,-5893,2959.068335,3560,-1601.980392,-4926,2076.704509,512,-708.2352941,-1073,322.578461,2654,533.9019608,139,439.4348304,2929,409.5882353,-578,599.849487,9126,-3085.372549,-6730,3227.120537,22542,1338.411765,-2610,4396.539781,25291,96.58823529,-9788,6000.339664
2295,2346,hooks_waterbag_light_40_T7L_1531552145230.txt,8856,961.4705882,-2190,2836.980834,7430,592.9411765,-5893,2959.151111,3174,-1726.705882,-4926,1947.476873,512,-702.7254902,-1073,321.6009999,2654,531.4313725,139,440.0747325,2929,408.4313725,-578,599.5966729,9126,-3030.294118,-6730,3217.397633,22542,1313.568627,-2610,4402.987373,25291,85.19607843,-9788,5997.843683
355,406,hooks_waterbag_light_40_T7R_1531552145230.txt,8568,941.0588235,-1878,2687.976975,5694,-480.4313725,-3168,2039.057912,3754,1320.117647,-3214,1802.5273,41,-217.3529412,-1330,272.2514149,2910,477.1176471,212,428.326868,2748,410.9019608,-67,496.8104369,4410,1829.470588,-9304,2723.687709,25102,769.3137255,-1882,4285.44698,23480,108.372549,-4672,4970.175248
356,407,hooks_waterbag_light_40_T7R_1531552145230.txt,8568,954.8431373,-1878,2681.061196,5694,-510.2941176,-3168,2029.446942,3754,1448.196078,-2890,1703.243588,41,-222.627451,-1330,270.5567564,2910,476.7843137,212,428.4716706,2748,412.9803922,-67,497.3992155,4410,1776.627451,-9304,2706.666126,25102,765.8627451,-1882,4286.946228,23480,129.3137255,-4672,4976.128879
460,511,hooks_waterbag_light_40_T7R_1531552145230.txt,7855,740.8823529,-1688,2771.363561,7200,-324.2941176,-5478,2954.531437,3669,1594.862745,-4490,2294.743812,192,-146.7647059,-1034,257.4994049,2333,478.2352941,131,478.2208523,2549,404.6470588,-230,509.4293994,5924,2535.490196,-6348,2576.104372,19330,781.1568627,-2694,4784.743702,21492,46.39215686,-6307,5096.495902
461,512,hooks_waterbag_light_40_T7R_1531552145230.txt,7855,756.1960784,-1688,2763.693109,7200,-363.8431373,-5478,2946.018869,3669,1734.27451,-4234,2127.564768,192,-155.6470588,-1034,254.6795495,2333,477.1176471,131,478.6906578,2549,404.5294118,-230,509.3890204,5924,2446.627451,-6348,2547.980926,19330,770.1568627,-2694,4789.373113,21492,45.17647059,-6307,5096.078566
462,513,hooks_waterbag_light_40_T7R_1531552145230.txt,7855,774.2745098,-1688,2754.193973,7200,-410.627451,-5478,2933.515965,3669,1863.176471,-3870,1950.516821,192,-165.0196078,-1034,251.1896885,2333,476.6078431,131,478.9174909,2549,404.6078431,-230,509.415315,5924,2352.862745,-6348,2513.163178,19330,765.0784314,-2694,4791.636413,21492,46,-6307,5096.355215
570,621,hooks_waterbag_light_40_T7R_1531552145230.txt,7490,776.2156863,-1578,2452.411387,4108,-156.7647059,-3955,2293.425626,4397,1927.509804,-2352,1777.531697,142,-176.3137255,-1697,322.7652701,2571,497.1176471,209,461.9202809,2498,418.6078431,-253,462.9980163,5424,2239.470588,-12976,3230.097499,21710,970.4313725,-1910,4620.676415,20982,185.627451,-6535,4632.685204
571,622,hooks_waterbag_light_40_T7R_1531552145230.txt,7490,795.0784314,-1578,2439.300931,4108,-234.8039216,-3955,2224.795236,4397,2043.078431,-2033,1682.808127,117,-184.8823529,-1697,319.9340336,2571,497.0392157,209,461.9602996,2498,419.9215686,-253,463.3198396,5176,2153.705882,-12976,3201.796279,21710,969.6470588,-1910,4621.076346,20982,198.745098,-6535,4635.916849
675,726,hooks_waterbag_light_40_T7R_1531552145230.txt,7060,679.6078431,-1730,2288.934285,4745,-127.0980392,-5064,2542.812657,4736,2239.27451,-2536,1929.478303,205,-165.372549,-2212,427.5807274,2225,500.372549,204,417.4974951,2734,389.5294118,-332,479.3060547,6054,2349.254902,-18126,4277.925319,18257,1002.666667,-1961,4177.669521,23348,-104.4509804,-7325,4796.011703
780,831,hooks_waterbag_light_40_T7R_1531552145230.txt,9490,794.2156863,-2321,3165.592547,4214,-40.58823529,-5980,2506.92284,5700,2660.843137,-3218,2334.035453,254,-174.1764706,-2147,432.1303834,3380,537.2745098,169,555.3266454,2655,360.7647059,-432,553.2722508,6545,2262.156863,-17470,4322.490844,29800,1371.529412,-2315,5554.988253,22550,-392.9607843,-8320,5534.638507
885,936,hooks_waterbag_light_40_T7R_1531552145230.txt,8784,429.4901961,-2904,3096.656483,7824,-468.9607843,-7555,3369.111348,5085,2134.72549,-4246,2347.239988,302,-158.8235294,-1582,395.2185069,3161,504.6078431,145,539.5234222,2861,385.7843137,-378,528.6337982,7023,2414.039216,-11828,3954.881717,27612,1045.254902,-2550,5397.026918,24610,-141.3333333,-7784,5288.555242
886,937,hooks_waterbag_light_40_T7R_1531552145230.txt,8784,443.3333333,-2904,3084.918344,7824,-490.3333333,-7555,3370.116417,5085,2272.882353,-3841,2164.404109,302,-168.0980392,-1582,391.5159386,3161,500.5294118,145,540.590801,2861,386.9215686,-378,528.9752298,7023,2321.27451,-11828,3917.892128,27612,1004.196078,-2550,5407.75373,24610,-130.0196078,-7784,5291.960742
995,1046,hooks_waterbag_light_40_T7R_1531552145230.txt,8154,824.1372549,-2619,2800.850492,4796,-234.4705882,-5894,2585.567252,6002,2590.960784,-801,1796.138625,174,-141.8039216,-1441,307.5849164,2443,493.2745098,152,410.6713079,3356,363.6666667,-308,570.6641628,5740,2584.882353,-10418,3077.328696,20438,931.7058824,-2484,4109.622047,29566,-363.3333333,-7080,5708.946091
996,1047,hooks_waterbag_light_40_T7R_1531552145230.txt,8154,834.4705882,-2511,2788.839869,4796,-304.9019608,-5894,2567.676095,6002,2657.411765,-500,1729.595943,166,-149.0588235,-1441,304.3335283,2443,490.6470588,152,411.6813245,3356,366.372549,-308,571.191,5661,2512.333333,-10418,3044.901619,20438,905.2941176,-2484,4119.763766,29566,-336.3333333,-7080,5714.208266
1101,1152,hooks_waterbag_light_40_T7R_1531552145230.txt,9011,1355.45098,-1602,2818.030236,9586,-326.3137255,-4558,2827.230266,3868,2203.490196,-1546,1425.347401,215,-203.4117647,-2016,401.1142569,3084,549.1568627,266,495.729175,2703,409.3137255,-423,514.2494138,6159,1968.588235,-16167,4013.446395,26841,1490,-1340,4959.114506,23030,93.41176471,-8235,5144.777963
1102,1153,hooks_waterbag_light_40_T7R_1531552145230.txt,9011,1340.627451,-1706,2832.351998,9586,-368.7843137,-4558,2820.840508,3868,2295.156863,-1208,1326.273808,215,-209.2156863,-2016,398.6817936,3084,547.8039216,266,496.3189305,2703,409.5686275,-423,514.2919115,6159,1910.45098,-16167,3989.052355,26841,1476.294118,-1340,4965.094752,23030,95.96078431,-8235,5145.203623
1205,1256,hooks_waterbag_light_40_T7R_1531552145230.txt,10180,1363.333333,-2206,3156.664402,3718,-244.9411765,-3820,2230.680904,4100,2216.764706,-2274,1720.262777,199,-141.2745098,-1296,300.643515,2711,575.7843137,184,583.6910249,2666,350.3137255,-766,561.4608977,5992,2590.254902,-8966,3008.654542,23116,1756.823529,-2162,5838.733228,22662,-497.5882353,-11660,5617.44228
1206,1257,hooks_waterbag_light_40_T7R_1531552145230.txt,10180,1388.745098,-2166,3132.479777,3718,-250.2941176,-3820,2230.413803,4100,2333.705882,-1902,1607.925487,199,-147.3137255,-1296,297.1130755,2711,574.0196078,184,584.2732748,2666,353.7254902,-766,562.1173927,5992,2529.882353,-8966,2973.357157,23116,1739.039216,-2162,5844.600438,22662,-463.3137255,-11660,5624.013231
1207,1258,hooks_waterbag_light_40_T7R_1531552145230.txt,10180,1410.529412,-2132,3111.054332,3718,-253.0196078,-3820,2229.857641,4100,2441.392157,-1502,1498.778677,199,-154.0784314,-1296,293.0632589,2711,572.5686275,184,584.7753502,2666,357.372549,-766,562.6759977,5992,2462.254902,-8966,2932.866958,23116,1724.411765,-2162,5849.649515,22662,-426.745098,-11660,5629.631472
1310,1361,hooks_waterbag_light_40_T7R_1531552145230.txt,8989,766.0392157,-2062,2808.501038,3733,-210.4509804,-4658,2260.718897,4709,2535.137255,-2384,1767.342525,290,-170.8039216,-1400,331.3716958,2891,524.3137255,165,491.5807763,2583,386.6862745,-376,517.9186612,6904,2294.745098,-10001,3315.237927,24911,1242,-2356,4918.358137,21833,-134.4509804,-7763,5181.129006
1410,1461,hooks_waterbag_light_40_T7R_1531552145230.txt,10820,1100.862745,-1959,2992.97428,5920,-381.6470588,-5900,2421.078626,5488,2742.803922,-1539,1730.80193,1123,-159.9019608,-2121,462.6270746,3403,542.1372549,208,589.0575191,3676,401.6078431,-381,625.0218581,15239,2404.196078,-17210,4627.624829,30033,1421.294118,-1924,5892.326048,32760,16.09803922,-7812,6252.487096
1411,1462,hooks_waterbag_light_40_T7R_1531552145230.txt,10820,1095.607843,-2048,2998.363921,5920,-419.7647059,-5900,2409.670671,5488,2821.72549,-1129,1619.865489,1123,-167.372549,-2121,460.2965114,3403,540.6470588,208,589.4583556,3676,404.0980392,-381,625.3779419,15239,2329.588235,-17210,4604.369343,30033,1406.313725,-1924,5896.359183,32760,40.98039216,-7812,6256.066114
1412,1463,hooks_waterbag_light_40_T7R_1531552145230.txt,10820,1085.235294,-2295,3009.356227,5920,-450.6078431,-5900,2396.819777,5488,2886.019608,-721,1522.040558,1123,-174.8431373,-2121,457.7964776,3403,539.5882353,208,589.7479861,3676,407.0784314,-381,625.7881381,15239,2254.921569,-17210,4579.39537,30033,1395.72549,-1924,5899.254329,32760,70.64705882,-7812,6260.164949
1510,1561,hooks_waterbag_light_40_T7R_1531552145230.txt,9470,585.9411765,-2750,3185.131378,3785,-351.5098039,-4117,2694.677111,5801,2237.27451,-4884,2943.303002,281,-141.3137255,-1629,396.8537509,2497,553.4117647,184,505.7697965,2550,434.8823529,-504,541.3255452,6816,2589.980392,-12290,3970.510005,20970,1534.137255,-2167,5059.968656,21504,349.7058824,-9045,5415.864468
1511,1562,hooks_waterbag_light_40_T7R_1531552145230.txt,9470,603.4705882,-2750,3171.930594,3785,-395.3333333,-4117,2678.439349,5801,2396.764706,-4504,2764.660548,281,-147.627451,-1629,394.5023681,2497,548.4313725,184,507.2934163,2550,434.1568627,-504,541.2148325,6816,2526.862745,-12290,3946.99286,20970,1484.215686,-2167,5075.203465,21504,342.372549,-9045,5414.744311
1610,1661,hooks_waterbag_light_40_T7R_1531552145230.txt,10326,918.1960784,-2510,3088.659256,6585,-215.0784314,-4850,2453.186506,4895,2427.862745,-4180,2382.13851,362,-145.2352941,-1889,430.4294408,2753,557.8823529,172,533.8096532,3522,369.9411765,-743,667.3149605,7620,2551.019608,-14891,4305.845294,23534,1578.529412,-2280,5340.394631,31221,-300.5294118,-11430,6674.863535
1611,1662,hooks_waterbag_light_40_T7R_1531552145230.txt,10326,933.5098039,-2510,3077.374448,6585,-215.6078431,-4850,2453.286474,4895,2575.705882,-3560,2190.066148,362,-153.0196078,-1889,428.1428495,2753,554.7254902,172,534.736611,3522,370.6078431,-743,667.4644583,7620,2473.156863,-14891,4282.979343,23534,1546.882353,-2280,5349.669147,31221,-293.8627451,-11430,6676.35807
1712,1763,hooks_waterbag_light_40_T7R_1531552145230.txt,10350,1073.470588,-2507,3323.637846,3916,-32.80392157,-4246,2447.973815,4589,1782.784314,-4912,2716.315463,319,-169.9803922,-2312,470.6536089,2824,549.9803922,255,449.6528212,3026,371.745098,-568,643.2758924,7190,2302.529412,-19128,4708.646847,24248,1499.901961,-1454,4499.564967,26266,-282.627451,-9684,6435.176861
1713,1764,hooks_waterbag_light_40_T7R_1531552145230.txt,10350,1081.509804,-2507,3317.265213,3916,-41.82352941,-4246,2446.359832,4589,1944.509804,-4628,2550.203579,319,-179.1176471,-2312,468.0812172,2824,547.7647059,255,450.6337133,3026,372.0980392,-568,643.3632335,7190,2211.235294,-19128,4682.964064,24248,1477.54902,-1454,4509.448877,26266,-279.0196078,-9684,6436.071654
1714,1765,hooks_waterbag_light_40_T7R_1531552145230.txt,10350,1089.941176,-2507,3310.214618,3916,-47.07843137,-4246,2444.872887,4589,2096.294118,-4314,2375.581767,319,-188.7058824,-2312,465.1802788,2824,545.6862745,255,451.5676468,3026,372.8039216,-568,643.5037224,7190,2115.196078,-19128,4653.885426,24248,1456.490196,-1454,4518.908551,26266,-271.9411765,-9684,6437.480462
1814,1865,hooks_waterbag_light_40_T7R_1531552145230.txt,10586,1150.588235,-1840,3076.612723,5782,-231.3921569,-4313,2649.952468,4760,2107.764706,-1765,1788.733704,298,-195.5882353,-1630,279.5644596,2572,542.0392157,283,388.3762588,2466,345.9803922,-540,481.7199805,6985,2047.627451,-12302,2796.964705,21723,1420.058824,-1178,3885.975566,20664,-541.3137255,-9403,4819.849817
1815,1866,hooks_waterbag_light_40_T7R_1531552145230.txt,10586,1132.647059,-1935,3092.152253,5782,-253.4117647,-4313,2636.911126,4760,2203.607843,-1460,1706.120325,298,-202.627451,-1630,275.8255217,2572,540.8431373,283,388.9787332,2466,346.7254902,-540,481.9024,6985,1977.235294,-12302,2759.68453,21723,1407.941176,-1178,3892.087185,20664,-533.8627451,-9403,4821.682652
1914,1965,hooks_waterbag_light_40_T7R_1531552145230.txt,10534,1351.647059,-1746,3043.028385,6114,-303.5686275,-4170,2729.06936,3914,1993.098039,-1930,1485.619362,168,-211.7647059,-1547,326.8236582,3253,571.5686275,230,516.9676297,2069,323.1960784,-695,509.4252848,5689,1885.27451,-11471,3270.167097,28530,1714.862745,-1705,5171.620396,16698,-767.7843137,-10952,5097.235562
2013,2064,hooks_waterbag_light_40_T7R_1531552145230.txt,10112,1052.392157,-1490,2857.52045,3434,-247.8823529,-4660,2061.664344,4750,2399.196078,-2304,1921.985984,172,-123.5294118,-1548,308.0110617,2247,552.0980392,231,461.7252973,1536,326.4313725,-427,430.1652359,5725,2768.117647,-11480,3081.739669,18470,1520.392157,-1697,4619.104238,11360,-736.8039216,-8278,4304.108372
2015,2066,hooks_waterbag_light_40_T7R_1531552145230.txt,10112,1048.54902,-1569,2861.005448,3434,-341.5882353,-4660,2026.238319,4750,2602.196078,-1615,1688.740407,172,-137.0980392,-1548,304.1000661,2247,546.6666667,231,464.0320535,1536,327.745098,-427,430.6060772,5725,2632.490196,-11480,3042.657729,18470,1465.647059,-1697,4642.335532,11360,-723.627451,-8278,4308.542672
2114,2165,hooks_waterbag_light_40_T7R_1531552145230.txt,9035,1007.098039,-1943,2864.141269,4250,-212.3137255,-4550,2428.01147,4887,2609.901961,-2760,2065.827991,410,-108.8039216,-1683,336.433531,3412,567.9019608,243,552.2666115,1847,303.6470588,-611,458.6056181,8104,2915.882353,-12830,3364.982785,30124,1677.803922,-1570,5525.09062,14470,-963.5882353,-10111,4588.500335
2115,2166,hooks_waterbag_light_40_T7R_1531552145230.txt,9035,999.8627451,-1959,2871.290337,4250,-245.6470588,-4550,2416.937946,4887,2725.647059,-2359,1919.100663,410,-117.6078431,-1683,332.8185739,3412,565.627451,243,553.1135493,1847,304.8235294,-611,459.002558,8104,2827.941176,-12830,3328.920338,30124,1654.960784,-1570,5533.585319,14470,-951.8039216,-10111,4592.475668
2215,2266,hooks_waterbag_light_40_T7R_1531552145230.txt,8940,676.5294118,-1882,2801.348813,3610,-332.5294118,-5017,2534.572243,4824,2428.019608,-2693,1949.745127,208,-148.0980392,-1504,342.7259112,1794,509.8039216,182,364.8527385,2547,391,-482,523.4505516,6082,2522.882353,-11042,3429.971047,13941,1097.647059,-2180,3651.000552,21475,-89,-8822,5237.470015
2308,2359,hooks_waterbag_light_40_T7R_1531552145230.txt,11798,1056.647059,-3192,3454.134067,4581,369.4313725,-2123,2113.048076,4348,451.3333333,-3539,2678.643438,147,-245.5490196,-2517,450.9664872,2516,643.2941176,315,486.3113938,3547,330.627451,-698,667.3751257,5478,1547.54902,-21170,4511.300572,21168,2435.411765,-856,4863.765291,31474,-693.745098,-10980,6675.459001
2309,2360,hooks_waterbag_light_40_T7R_1531552145230.txt,11798,1088.215686,-3192,3434.338302,4581,294.4117647,-2123,2122.403714,4348,416,-3539,2717.814799,137,-251.5490196,-2517,447.6627889,2516,643.4901961,315,486.2503624,3547,332.1960784,-698,667.7264715,5376,1487.392157,-21170,4478.174758,21168,2437.333333,-856,4863.166679,31474,-678.1372549,-10980,6678.95891
2310,2361,hooks_waterbag_light_40_T7R_1531552145230.txt,11798,1117.058824,-3192,3414.413791,4581,222.5686275,-2123,2115.573324,4348,375.9411765,-3539,2755.995968,136,-256.8235294,-2517,444.567237,2516,644.0196078,315,486.080137,3547,333.8039216,-698,668.0947843,5362,1434.54902,-21170,4447.164208,21168,2442.470588,-856,4861.516872,31474,-662.0980392,-10980,6682.639758
344,435,hooks_waterbag_mediumpower_20_T7L_1531552199501.txt,14708,441.8021978,-4522,4230.101089,3230,96.57142857,-2668,1471.355853,4538,-497.2967033,-5156,2623.834541,1535,-616.6043956,-1078,346.0254929,3531,552.7912088,9,515.3461731,3676,262.8241758,-1681,745.7481492,19352,-2169.516484,-6781,3461.413206,31316,1528.450549,-3912,5155.5325,32760,-1371.318681,-20813,7459.731368
446,537,hooks_waterbag_mediumpower_20_T7L_1531552199501.txt,14644,362.4835165,-5586,3741.130116,5396,-43.86813187,-4539,1942.467985,3554,-146.6483516,-3924,2379.820695,2557,-607.8021978,-1174,409.1379344,3564,516.1758242,80,560.6326108,3676,353.5274725,-1582,758.5684814,29577,-2080.681319,-7746,4092.847446,31640,1161.879121,-3204,5607.92868,32760,-465.1098901,-19822,7587.143779
543,634,hooks_waterbag_mediumpower_20_T7L_1531552199501.txt,13032,65.37362637,-5282,3982.680149,7668,-148.7472527,-5300,2128.770389,4818,-185.5934066,-5282,2832.604243,2449,-587.6153846,-1249,437.7838068,3212,520.1538462,-112,469.0472121,3658,337.5494505,-1715,776.4708518,28496,-1879.153846,-8490,4379.205864,28122,1202.241758,-5120,4692.52478,32582,-625.4065934,-21158,7767.099693
642,733,hooks_waterbag_mediumpower_20_T7L_1531552199501.txt,14158,348.3736264,-6154,4104.984389,6345,-96.65934066,-4770,2141.763392,3180,-242.5934066,-4275,2371.45063,1519,-620.2307692,-1142,341.4892573,3280,514.3516484,-84,558.2408356,3623,343.4065934,-1700,780.4833969,19196,-2205.175824,-7429,3416.195326,28804,1143.593407,-4844,5584.630273,32232,-566.9450549,-21000,7806.501873
